idturma,nome,idade_minima,idade_maxima,capacidade_maxima,iddepto,dia_semana,status,descricao,observacoes,created_at,updated_at,created_by
tur22aea4a1,Pequeninos de Jesus,3,8,20,05c5c55d,Domingo,Ativa,,,2025-09-18 16:46:42.272493+00,2025-09-18 16:46:42.272493+00,
