id,nome,descricao,capacidade,equipamentos,status,observacoes,created_at,updated_at,created_by,idturma
4f479b46-4cc9-4623-a3f8-f7d174ad1593,Sala 1,,15,[],disponivel,,2025-09-18 16:47:11.922365+00,2025-09-18 16:47:11.922365+00,,tur22aea4a1
