idaula,titulo,tema_biblico,data_aula,faixa_etaria,idlider,objetivo,versiculo_chave,resumo,atividade_planejada,materiais_necessarios,status,observacoes_pos_aula,created_at,updated_at,material_arquivo
fd2815e8-7f7b-4b90-bab2-80d6c7d31f62,Neemias,Velho Testamento,2025-09-21,3-8,9ec42790,Como a nossa relação com Deus pode ser restaurada,Filipenses 4:6,,,,Planejada,,2025-09-18 17:34:22.976897+00,2025-09-18 17:34:22.976897+00,
