idavaliacao,idfrase,valor
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,8efd5c46-e757-40a2-b186-3cb6ecdfc633,2
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,930f9c6f-7896-46e1-86ed-b6b11296dfb8,2
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,a580b045-2783-4cfa-bab6-08d23c757a90,2
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,a91f762d-7198-4e0e-8eca-a63854433339,2
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,a9a24579-904f-40be-9347-f7309ca2a897,2
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,ae0ac19b-f46f-4c13-aa96-36a540ed9c82,2
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,b5e14fff-36ab-44b7-afed-cd4656c51ea1,1
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,beca0a12-87a2-4318-9833-6ab40fc426f2,1
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,c07df549-3624-4f55-9927-eb212ddd5673,2
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,c19533e3-94a3-45ef-9b38-d6d9dc48a30c,0
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,cd0c0159-1217-48be-a34d-59ccda5ce1a5,0
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,d9425451-5897-4baa-9880-d3f707eff195,2
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,db72a39d-1e47-4708-a265-3f54a824368f,2
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,db834a42-95f1-422b-8ee4-54adc1aacff8,3
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,e08509d5-ab33-4515-8859-c1e5c80195ee,1
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,f480c751-70e7-43c1-a2be-5e41392a08ec,2
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,f6ad0303-a064-4aad-a73e-b17451e86f66,3
13f6d0d5-dba9-4a98-85c2-a53ec3efe53e,fc2aa68d-6d5e-4cfc-84f2-49e9aef8691b,1
1e6c4ff0-178b-42e7-bdc0-387148374aa6,01890485-2713-4bd8-892d-46793b1bca27,0
1e6c4ff0-178b-42e7-bdc0-387148374aa6,094399eb-fd51-4d10-898e-e14f2b68cf38,0
1e6c4ff0-178b-42e7-bdc0-387148374aa6,0a7fd7e3-6c2f-4280-917b-5462f48f81c0,0
1e6c4ff0-178b-42e7-bdc0-387148374aa6,0aa77e93-326e-4e35-83e6-22d58a2419fd,1
1e6c4ff0-178b-42e7-bdc0-387148374aa6,0d9b19d1-ce7e-4cf3-b80d-7cf421600bed,0
1e6c4ff0-178b-42e7-bdc0-387148374aa6,144b8f8d-0b72-438b-821a-795837ef8fad,2
1e6c4ff0-178b-42e7-bdc0-387148374aa6,1f5af8d7-4476-4eb1-9016-e83356fa6374,2
1e6c4ff0-178b-42e7-bdc0-387148374aa6,2386cd85-1f80-40bf-a440-ba5ef2dfa19d,0
1e6c4ff0-178b-42e7-bdc0-387148374aa6,24e269be-4049-45df-811f-67666cb986bc,1
1e6c4ff0-178b-42e7-bdc0-387148374aa6,2835ed85-fa74-4950-8c8b-d648467630fc,3
1e6c4ff0-178b-42e7-bdc0-387148374aa6,341fb2d9-1e39-474b-84e7-b7343aa24a34,2
1e6c4ff0-178b-42e7-bdc0-387148374aa6,3e58e2ea-edee-4354-bb2e-f90461d874d1,0
1e6c4ff0-178b-42e7-bdc0-387148374aa6,3f83db3f-2748-4bae-bc85-5013a12d746e,0
1e6c4ff0-178b-42e7-bdc0-387148374aa6,4139d57c-5d98-4dec-8914-7757f7986bfb,3
1e6c4ff0-178b-42e7-bdc0-387148374aa6,42e8ae36-89aa-4e84-983e-571a0b695af8,2
1e6c4ff0-178b-42e7-bdc0-387148374aa6,54d9123c-365e-4a9a-b7c5-041e2041b8e8,3
1e6c4ff0-178b-42e7-bdc0-387148374aa6,5867e180-9785-471c-b188-066523c7a9c6,2
1e6c4ff0-178b-42e7-bdc0-387148374aa6,592ac40b-4132-4f51-950c-5fd4350e9b53,3
1e6c4ff0-178b-42e7-bdc0-387148374aa6,698822fe-9bd3-4503-a133-b8add18dd732,3
1e6c4ff0-178b-42e7-bdc0-387148374aa6,714f4085-2ccf-4a1a-997c-f0a789c3eb37,1
1e6c4ff0-178b-42e7-bdc0-387148374aa6,77db9dcd-41c7-4a1b-8ae8-728b5be5a095,2
1e6c4ff0-178b-42e7-bdc0-387148374aa6,7efb264a-25dd-460a-bfae-c8a6f87ba9f7,0
1e6c4ff0-178b-42e7-bdc0-387148374aa6,84efadb3-4340-49c8-9e01-2059873e207c,1
1e6c4ff0-178b-42e7-bdc0-387148374aa6,870cd564-9c4a-4843-8b1c-3bfd113e25bf,3
1e6c4ff0-178b-42e7-bdc0-387148374aa6,88553634-9f30-47d7-84d9-769324235e09,2
1e6c4ff0-178b-42e7-bdc0-387148374aa6,8a823e38-d132-4185-9042-19a479ba2f9e,0
1e6c4ff0-178b-42e7-bdc0-387148374aa6,8cfdf231-27c6-4a5e-81c9-18636b887cfc,2
1e6c4ff0-178b-42e7-bdc0-387148374aa6,8efd5c46-e757-40a2-b186-3cb6ecdfc633,2
1e6c4ff0-178b-42e7-bdc0-387148374aa6,930f9c6f-7896-46e1-86ed-b6b11296dfb8,0
1e6c4ff0-178b-42e7-bdc0-387148374aa6,a580b045-2783-4cfa-bab6-08d23c757a90,3
1e6c4ff0-178b-42e7-bdc0-387148374aa6,a91f762d-7198-4e0e-8eca-a63854433339,3
1e6c4ff0-178b-42e7-bdc0-387148374aa6,a9a24579-904f-40be-9347-f7309ca2a897,1
1e6c4ff0-178b-42e7-bdc0-387148374aa6,ae0ac19b-f46f-4c13-aa96-36a540ed9c82,3
1e6c4ff0-178b-42e7-bdc0-387148374aa6,b5e14fff-36ab-44b7-afed-cd4656c51ea1,1
1e6c4ff0-178b-42e7-bdc0-387148374aa6,beca0a12-87a2-4318-9833-6ab40fc426f2,0
1e6c4ff0-178b-42e7-bdc0-387148374aa6,c07df549-3624-4f55-9927-eb212ddd5673,0
1e6c4ff0-178b-42e7-bdc0-387148374aa6,c19533e3-94a3-45ef-9b38-d6d9dc48a30c,3
1e6c4ff0-178b-42e7-bdc0-387148374aa6,cd0c0159-1217-48be-a34d-59ccda5ce1a5,3
1e6c4ff0-178b-42e7-bdc0-387148374aa6,d9425451-5897-4baa-9880-d3f707eff195,3
1e6c4ff0-178b-42e7-bdc0-387148374aa6,db72a39d-1e47-4708-a265-3f54a824368f,0
1e6c4ff0-178b-42e7-bdc0-387148374aa6,db834a42-95f1-422b-8ee4-54adc1aacff8,3
1e6c4ff0-178b-42e7-bdc0-387148374aa6,e08509d5-ab33-4515-8859-c1e5c80195ee,3
1e6c4ff0-178b-42e7-bdc0-387148374aa6,f480c751-70e7-43c1-a2be-5e41392a08ec,3
1e6c4ff0-178b-42e7-bdc0-387148374aa6,f6ad0303-a064-4aad-a73e-b17451e86f66,2
1e6c4ff0-178b-42e7-bdc0-387148374aa6,fc2aa68d-6d5e-4cfc-84f2-49e9aef8691b,3
1e9bf096-561f-4f60-af81-085993f41c39,01890485-2713-4bd8-892d-46793b1bca27,3
1e9bf096-561f-4f60-af81-085993f41c39,094399eb-fd51-4d10-898e-e14f2b68cf38,0
1e9bf096-561f-4f60-af81-085993f41c39,0a7fd7e3-6c2f-4280-917b-5462f48f81c0,2
1e9bf096-561f-4f60-af81-085993f41c39,0aa77e93-326e-4e35-83e6-22d58a2419fd,3
1e9bf096-561f-4f60-af81-085993f41c39,0d9b19d1-ce7e-4cf3-b80d-7cf421600bed,1
1e9bf096-561f-4f60-af81-085993f41c39,144b8f8d-0b72-438b-821a-795837ef8fad,2
1e9bf096-561f-4f60-af81-085993f41c39,1f5af8d7-4476-4eb1-9016-e83356fa6374,3
1e9bf096-561f-4f60-af81-085993f41c39,2386cd85-1f80-40bf-a440-ba5ef2dfa19d,1
1e9bf096-561f-4f60-af81-085993f41c39,24e269be-4049-45df-811f-67666cb986bc,3
1e9bf096-561f-4f60-af81-085993f41c39,2835ed85-fa74-4950-8c8b-d648467630fc,1
1e9bf096-561f-4f60-af81-085993f41c39,341fb2d9-1e39-474b-84e7-b7343aa24a34,3
1e9bf096-561f-4f60-af81-085993f41c39,3e58e2ea-edee-4354-bb2e-f90461d874d1,1
1e9bf096-561f-4f60-af81-085993f41c39,3f83db3f-2748-4bae-bc85-5013a12d746e,3
1e9bf096-561f-4f60-af81-085993f41c39,4139d57c-5d98-4dec-8914-7757f7986bfb,1
1e9bf096-561f-4f60-af81-085993f41c39,42e8ae36-89aa-4e84-983e-571a0b695af8,2
1e9bf096-561f-4f60-af81-085993f41c39,54d9123c-365e-4a9a-b7c5-041e2041b8e8,3
1e9bf096-561f-4f60-af81-085993f41c39,5867e180-9785-471c-b188-066523c7a9c6,2
1e9bf096-561f-4f60-af81-085993f41c39,592ac40b-4132-4f51-950c-5fd4350e9b53,2
1e9bf096-561f-4f60-af81-085993f41c39,698822fe-9bd3-4503-a133-b8add18dd732,1
1e9bf096-561f-4f60-af81-085993f41c39,714f4085-2ccf-4a1a-997c-f0a789c3eb37,2
1e9bf096-561f-4f60-af81-085993f41c39,77db9dcd-41c7-4a1b-8ae8-728b5be5a095,2
1e9bf096-561f-4f60-af81-085993f41c39,7efb264a-25dd-460a-bfae-c8a6f87ba9f7,2
1e9bf096-561f-4f60-af81-085993f41c39,84efadb3-4340-49c8-9e01-2059873e207c,2
1e9bf096-561f-4f60-af81-085993f41c39,870cd564-9c4a-4843-8b1c-3bfd113e25bf,2
1e9bf096-561f-4f60-af81-085993f41c39,88553634-9f30-47d7-84d9-769324235e09,2
1e9bf096-561f-4f60-af81-085993f41c39,8a823e38-d132-4185-9042-19a479ba2f9e,2
1e9bf096-561f-4f60-af81-085993f41c39,8cfdf231-27c6-4a5e-81c9-18636b887cfc,3
1e9bf096-561f-4f60-af81-085993f41c39,8efd5c46-e757-40a2-b186-3cb6ecdfc633,2
