idavaliacao,idfrase,valor
1e9bf096-561f-4f60-af81-085993f41c39,930f9c6f-7896-46e1-86ed-b6b11296dfb8,2
1e9bf096-561f-4f60-af81-085993f41c39,a580b045-2783-4cfa-bab6-08d23c757a90,2
1e9bf096-561f-4f60-af81-085993f41c39,a91f762d-7198-4e0e-8eca-a63854433339,3
1e9bf096-561f-4f60-af81-085993f41c39,a9a24579-904f-40be-9347-f7309ca2a897,1
1e9bf096-561f-4f60-af81-085993f41c39,ae0ac19b-f46f-4c13-aa96-36a540ed9c82,3
1e9bf096-561f-4f60-af81-085993f41c39,b5e14fff-36ab-44b7-afed-cd4656c51ea1,2
1e9bf096-561f-4f60-af81-085993f41c39,beca0a12-87a2-4318-9833-6ab40fc426f2,3
1e9bf096-561f-4f60-af81-085993f41c39,c07df549-3624-4f55-9927-eb212ddd5673,2
1e9bf096-561f-4f60-af81-085993f41c39,c19533e3-94a3-45ef-9b38-d6d9dc48a30c,3
1e9bf096-561f-4f60-af81-085993f41c39,cd0c0159-1217-48be-a34d-59ccda5ce1a5,1
1e9bf096-561f-4f60-af81-085993f41c39,d9425451-5897-4baa-9880-d3f707eff195,1
1e9bf096-561f-4f60-af81-085993f41c39,db72a39d-1e47-4708-a265-3f54a824368f,1
1e9bf096-561f-4f60-af81-085993f41c39,db834a42-95f1-422b-8ee4-54adc1aacff8,2
1e9bf096-561f-4f60-af81-085993f41c39,e08509d5-ab33-4515-8859-c1e5c80195ee,2
1e9bf096-561f-4f60-af81-085993f41c39,f480c751-70e7-43c1-a2be-5e41392a08ec,2
1e9bf096-561f-4f60-af81-085993f41c39,f6ad0303-a064-4aad-a73e-b17451e86f66,2
1e9bf096-561f-4f60-af81-085993f41c39,fc2aa68d-6d5e-4cfc-84f2-49e9aef8691b,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,01890485-2713-4bd8-892d-46793b1bca27,0
1fb25380-65c7-4430-97bb-7da1c54d2fbc,094399eb-fd51-4d10-898e-e14f2b68cf38,3
1fb25380-65c7-4430-97bb-7da1c54d2fbc,0a7fd7e3-6c2f-4280-917b-5462f48f81c0,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,0aa77e93-326e-4e35-83e6-22d58a2419fd,3
1fb25380-65c7-4430-97bb-7da1c54d2fbc,0d9b19d1-ce7e-4cf3-b80d-7cf421600bed,3
1fb25380-65c7-4430-97bb-7da1c54d2fbc,144b8f8d-0b72-438b-821a-795837ef8fad,3
1fb25380-65c7-4430-97bb-7da1c54d2fbc,1f5af8d7-4476-4eb1-9016-e83356fa6374,1
1fb25380-65c7-4430-97bb-7da1c54d2fbc,2386cd85-1f80-40bf-a440-ba5ef2dfa19d,1
1fb25380-65c7-4430-97bb-7da1c54d2fbc,24e269be-4049-45df-811f-67666cb986bc,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,2835ed85-fa74-4950-8c8b-d648467630fc,3
1fb25380-65c7-4430-97bb-7da1c54d2fbc,341fb2d9-1e39-474b-84e7-b7343aa24a34,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,3e58e2ea-edee-4354-bb2e-f90461d874d1,0
1fb25380-65c7-4430-97bb-7da1c54d2fbc,3f83db3f-2748-4bae-bc85-5013a12d746e,1
1fb25380-65c7-4430-97bb-7da1c54d2fbc,4139d57c-5d98-4dec-8914-7757f7986bfb,3
1fb25380-65c7-4430-97bb-7da1c54d2fbc,42e8ae36-89aa-4e84-983e-571a0b695af8,1
1fb25380-65c7-4430-97bb-7da1c54d2fbc,54d9123c-365e-4a9a-b7c5-041e2041b8e8,3
1fb25380-65c7-4430-97bb-7da1c54d2fbc,5867e180-9785-471c-b188-066523c7a9c6,1
1fb25380-65c7-4430-97bb-7da1c54d2fbc,592ac40b-4132-4f51-950c-5fd4350e9b53,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,698822fe-9bd3-4503-a133-b8add18dd732,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,714f4085-2ccf-4a1a-997c-f0a789c3eb37,0
1fb25380-65c7-4430-97bb-7da1c54d2fbc,77db9dcd-41c7-4a1b-8ae8-728b5be5a095,3
1fb25380-65c7-4430-97bb-7da1c54d2fbc,7efb264a-25dd-460a-bfae-c8a6f87ba9f7,0
1fb25380-65c7-4430-97bb-7da1c54d2fbc,84efadb3-4340-49c8-9e01-2059873e207c,3
1fb25380-65c7-4430-97bb-7da1c54d2fbc,870cd564-9c4a-4843-8b1c-3bfd113e25bf,3
1fb25380-65c7-4430-97bb-7da1c54d2fbc,88553634-9f30-47d7-84d9-769324235e09,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,8a823e38-d132-4185-9042-19a479ba2f9e,1
1fb25380-65c7-4430-97bb-7da1c54d2fbc,8cfdf231-27c6-4a5e-81c9-18636b887cfc,0
1fb25380-65c7-4430-97bb-7da1c54d2fbc,8efd5c46-e757-40a2-b186-3cb6ecdfc633,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,930f9c6f-7896-46e1-86ed-b6b11296dfb8,1
1fb25380-65c7-4430-97bb-7da1c54d2fbc,a580b045-2783-4cfa-bab6-08d23c757a90,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,a91f762d-7198-4e0e-8eca-a63854433339,0
1fb25380-65c7-4430-97bb-7da1c54d2fbc,a9a24579-904f-40be-9347-f7309ca2a897,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,ae0ac19b-f46f-4c13-aa96-36a540ed9c82,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,b5e14fff-36ab-44b7-afed-cd4656c51ea1,0
1fb25380-65c7-4430-97bb-7da1c54d2fbc,beca0a12-87a2-4318-9833-6ab40fc426f2,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,c07df549-3624-4f55-9927-eb212ddd5673,0
1fb25380-65c7-4430-97bb-7da1c54d2fbc,c19533e3-94a3-45ef-9b38-d6d9dc48a30c,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,cd0c0159-1217-48be-a34d-59ccda5ce1a5,3
1fb25380-65c7-4430-97bb-7da1c54d2fbc,d9425451-5897-4baa-9880-d3f707eff195,3
1fb25380-65c7-4430-97bb-7da1c54d2fbc,db72a39d-1e47-4708-a265-3f54a824368f,3
1fb25380-65c7-4430-97bb-7da1c54d2fbc,db834a42-95f1-422b-8ee4-54adc1aacff8,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,e08509d5-ab33-4515-8859-c1e5c80195ee,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,f480c751-70e7-43c1-a2be-5e41392a08ec,2
1fb25380-65c7-4430-97bb-7da1c54d2fbc,f6ad0303-a064-4aad-a73e-b17451e86f66,3
1fb25380-65c7-4430-97bb-7da1c54d2fbc,fc2aa68d-6d5e-4cfc-84f2-49e9aef8691b,0
2083e31a-c6c3-47f6-bff9-44d875487c3e,01890485-2713-4bd8-892d-46793b1bca27,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,094399eb-fd51-4d10-898e-e14f2b68cf38,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,0a7fd7e3-6c2f-4280-917b-5462f48f81c0,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,0aa77e93-326e-4e35-83e6-22d58a2419fd,3
2083e31a-c6c3-47f6-bff9-44d875487c3e,0d9b19d1-ce7e-4cf3-b80d-7cf421600bed,0
2083e31a-c6c3-47f6-bff9-44d875487c3e,144b8f8d-0b72-438b-821a-795837ef8fad,3
2083e31a-c6c3-47f6-bff9-44d875487c3e,1f5af8d7-4476-4eb1-9016-e83356fa6374,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,2386cd85-1f80-40bf-a440-ba5ef2dfa19d,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,24e269be-4049-45df-811f-67666cb986bc,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,2835ed85-fa74-4950-8c8b-d648467630fc,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,341fb2d9-1e39-474b-84e7-b7343aa24a34,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,3e58e2ea-edee-4354-bb2e-f90461d874d1,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,3f83db3f-2748-4bae-bc85-5013a12d746e,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,4139d57c-5d98-4dec-8914-7757f7986bfb,3
2083e31a-c6c3-47f6-bff9-44d875487c3e,42e8ae36-89aa-4e84-983e-571a0b695af8,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,54d9123c-365e-4a9a-b7c5-041e2041b8e8,3
2083e31a-c6c3-47f6-bff9-44d875487c3e,5867e180-9785-471c-b188-066523c7a9c6,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,592ac40b-4132-4f51-950c-5fd4350e9b53,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,698822fe-9bd3-4503-a133-b8add18dd732,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,714f4085-2ccf-4a1a-997c-f0a789c3eb37,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,77db9dcd-41c7-4a1b-8ae8-728b5be5a095,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,7efb264a-25dd-460a-bfae-c8a6f87ba9f7,0
2083e31a-c6c3-47f6-bff9-44d875487c3e,84efadb3-4340-49c8-9e01-2059873e207c,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,870cd564-9c4a-4843-8b1c-3bfd113e25bf,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,88553634-9f30-47d7-84d9-769324235e09,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,8a823e38-d132-4185-9042-19a479ba2f9e,0
2083e31a-c6c3-47f6-bff9-44d875487c3e,8cfdf231-27c6-4a5e-81c9-18636b887cfc,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,8efd5c46-e757-40a2-b186-3cb6ecdfc633,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,930f9c6f-7896-46e1-86ed-b6b11296dfb8,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,a580b045-2783-4cfa-bab6-08d23c757a90,3
2083e31a-c6c3-47f6-bff9-44d875487c3e,a91f762d-7198-4e0e-8eca-a63854433339,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,a9a24579-904f-40be-9347-f7309ca2a897,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,ae0ac19b-f46f-4c13-aa96-36a540ed9c82,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,b5e14fff-36ab-44b7-afed-cd4656c51ea1,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,beca0a12-87a2-4318-9833-6ab40fc426f2,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,c07df549-3624-4f55-9927-eb212ddd5673,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,c19533e3-94a3-45ef-9b38-d6d9dc48a30c,0
2083e31a-c6c3-47f6-bff9-44d875487c3e,cd0c0159-1217-48be-a34d-59ccda5ce1a5,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,d9425451-5897-4baa-9880-d3f707eff195,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,db72a39d-1e47-4708-a265-3f54a824368f,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,db834a42-95f1-422b-8ee4-54adc1aacff8,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,e08509d5-ab33-4515-8859-c1e5c80195ee,2
2083e31a-c6c3-47f6-bff9-44d875487c3e,f480c751-70e7-43c1-a2be-5e41392a08ec,1
2083e31a-c6c3-47f6-bff9-44d875487c3e,f6ad0303-a064-4aad-a73e-b17451e86f66,3
2083e31a-c6c3-47f6-bff9-44d875487c3e,fc2aa68d-6d5e-4cfc-84f2-49e9aef8691b,0
27b2380c-9af9-47a7-bfbc-f912e559f826,01890485-2713-4bd8-892d-46793b1bca27,2
27b2380c-9af9-47a7-bfbc-f912e559f826,094399eb-fd51-4d10-898e-e14f2b68cf38,1
27b2380c-9af9-47a7-bfbc-f912e559f826,0a7fd7e3-6c2f-4280-917b-5462f48f81c0,3
27b2380c-9af9-47a7-bfbc-f912e559f826,0aa77e93-326e-4e35-83e6-22d58a2419fd,3
27b2380c-9af9-47a7-bfbc-f912e559f826,0d9b19d1-ce7e-4cf3-b80d-7cf421600bed,3
27b2380c-9af9-47a7-bfbc-f912e559f826,144b8f8d-0b72-438b-821a-795837ef8fad,3
27b2380c-9af9-47a7-bfbc-f912e559f826,1f5af8d7-4476-4eb1-9016-e83356fa6374,2
27b2380c-9af9-47a7-bfbc-f912e559f826,2386cd85-1f80-40bf-a440-ba5ef2dfa19d,3
27b2380c-9af9-47a7-bfbc-f912e559f826,24e269be-4049-45df-811f-67666cb986bc,3
27b2380c-9af9-47a7-bfbc-f912e559f826,2835ed85-fa74-4950-8c8b-d648467630fc,2
27b2380c-9af9-47a7-bfbc-f912e559f826,341fb2d9-1e39-474b-84e7-b7343aa24a34,3
27b2380c-9af9-47a7-bfbc-f912e559f826,3e58e2ea-edee-4354-bb2e-f90461d874d1,1
27b2380c-9af9-47a7-bfbc-f912e559f826,3f83db3f-2748-4bae-bc85-5013a12d746e,3
27b2380c-9af9-47a7-bfbc-f912e559f826,4139d57c-5d98-4dec-8914-7757f7986bfb,3
27b2380c-9af9-47a7-bfbc-f912e559f826,42e8ae36-89aa-4e84-983e-571a0b695af8,3
27b2380c-9af9-47a7-bfbc-f912e559f826,54d9123c-365e-4a9a-b7c5-041e2041b8e8,3
27b2380c-9af9-47a7-bfbc-f912e559f826,5867e180-9785-471c-b188-066523c7a9c6,3
27b2380c-9af9-47a7-bfbc-f912e559f826,592ac40b-4132-4f51-950c-5fd4350e9b53,3
27b2380c-9af9-47a7-bfbc-f912e559f826,698822fe-9bd3-4503-a133-b8add18dd732,1
27b2380c-9af9-47a7-bfbc-f912e559f826,714f4085-2ccf-4a1a-997c-f0a789c3eb37,3
27b2380c-9af9-47a7-bfbc-f912e559f826,77db9dcd-41c7-4a1b-8ae8-728b5be5a095,2
27b2380c-9af9-47a7-bfbc-f912e559f826,7efb264a-25dd-460a-bfae-c8a6f87ba9f7,3
27b2380c-9af9-47a7-bfbc-f912e559f826,84efadb3-4340-49c8-9e01-2059873e207c,3
27b2380c-9af9-47a7-bfbc-f912e559f826,870cd564-9c4a-4843-8b1c-3bfd113e25bf,1
27b2380c-9af9-47a7-bfbc-f912e559f826,88553634-9f30-47d7-84d9-769324235e09,3
27b2380c-9af9-47a7-bfbc-f912e559f826,8a823e38-d132-4185-9042-19a479ba2f9e,2
27b2380c-9af9-47a7-bfbc-f912e559f826,8cfdf231-27c6-4a5e-81c9-18636b887cfc,3
27b2380c-9af9-47a7-bfbc-f912e559f826,8efd5c46-e757-40a2-b186-3cb6ecdfc633,3
27b2380c-9af9-47a7-bfbc-f912e559f826,930f9c6f-7896-46e1-86ed-b6b11296dfb8,2
27b2380c-9af9-47a7-bfbc-f912e559f826,a580b045-2783-4cfa-bab6-08d23c757a90,3
27b2380c-9af9-47a7-bfbc-f912e559f826,a91f762d-7198-4e0e-8eca-a63854433339,1
27b2380c-9af9-47a7-bfbc-f912e559f826,a9a24579-904f-40be-9347-f7309ca2a897,3
27b2380c-9af9-47a7-bfbc-f912e559f826,ae0ac19b-f46f-4c13-aa96-36a540ed9c82,2
27b2380c-9af9-47a7-bfbc-f912e559f826,b5e14fff-36ab-44b7-afed-cd4656c51ea1,2
27b2380c-9af9-47a7-bfbc-f912e559f826,beca0a12-87a2-4318-9833-6ab40fc426f2,2
27b2380c-9af9-47a7-bfbc-f912e559f826,c07df549-3624-4f55-9927-eb212ddd5673,3
27b2380c-9af9-47a7-bfbc-f912e559f826,c19533e3-94a3-45ef-9b38-d6d9dc48a30c,2
27b2380c-9af9-47a7-bfbc-f912e559f826,cd0c0159-1217-48be-a34d-59ccda5ce1a5,1
27b2380c-9af9-47a7-bfbc-f912e559f826,d9425451-5897-4baa-9880-d3f707eff195,3
27b2380c-9af9-47a7-bfbc-f912e559f826,db72a39d-1e47-4708-a265-3f54a824368f,3
27b2380c-9af9-47a7-bfbc-f912e559f826,db834a42-95f1-422b-8ee4-54adc1aacff8,3
27b2380c-9af9-47a7-bfbc-f912e559f826,e08509d5-ab33-4515-8859-c1e5c80195ee,2
27b2380c-9af9-47a7-bfbc-f912e559f826,f480c751-70e7-43c1-a2be-5e41392a08ec,1
27b2380c-9af9-47a7-bfbc-f912e559f826,f6ad0303-a064-4aad-a73e-b17451e86f66,3
27b2380c-9af9-47a7-bfbc-f912e559f826,fc2aa68d-6d5e-4cfc-84f2-49e9aef8691b,3
39a8f292-4620-4b7e-a952-fe733cfbe104,01890485-2713-4bd8-892d-46793b1bca27,3
39a8f292-4620-4b7e-a952-fe733cfbe104,094399eb-fd51-4d10-898e-e14f2b68cf38,2
39a8f292-4620-4b7e-a952-fe733cfbe104,0a7fd7e3-6c2f-4280-917b-5462f48f81c0,2
39a8f292-4620-4b7e-a952-fe733cfbe104,0aa77e93-326e-4e35-83e6-22d58a2419fd,2
39a8f292-4620-4b7e-a952-fe733cfbe104,0d9b19d1-ce7e-4cf3-b80d-7cf421600bed,1
39a8f292-4620-4b7e-a952-fe733cfbe104,144b8f8d-0b72-438b-821a-795837ef8fad,3
39a8f292-4620-4b7e-a952-fe733cfbe104,1f5af8d7-4476-4eb1-9016-e83356fa6374,1
39a8f292-4620-4b7e-a952-fe733cfbe104,2386cd85-1f80-40bf-a440-ba5ef2dfa19d,2
39a8f292-4620-4b7e-a952-fe733cfbe104,24e269be-4049-45df-811f-67666cb986bc,1
39a8f292-4620-4b7e-a952-fe733cfbe104,2835ed85-fa74-4950-8c8b-d648467630fc,2
39a8f292-4620-4b7e-a952-fe733cfbe104,341fb2d9-1e39-474b-84e7-b7343aa24a34,1
39a8f292-4620-4b7e-a952-fe733cfbe104,3e58e2ea-edee-4354-bb2e-f90461d874d1,1
39a8f292-4620-4b7e-a952-fe733cfbe104,3f83db3f-2748-4bae-bc85-5013a12d746e,3
39a8f292-4620-4b7e-a952-fe733cfbe104,4139d57c-5d98-4dec-8914-7757f7986bfb,3
39a8f292-4620-4b7e-a952-fe733cfbe104,42e8ae36-89aa-4e84-983e-571a0b695af8,2
39a8f292-4620-4b7e-a952-fe733cfbe104,54d9123c-365e-4a9a-b7c5-041e2041b8e8,2
39a8f292-4620-4b7e-a952-fe733cfbe104,5867e180-9785-471c-b188-066523c7a9c6,2
39a8f292-4620-4b7e-a952-fe733cfbe104,592ac40b-4132-4f51-950c-5fd4350e9b53,2
39a8f292-4620-4b7e-a952-fe733cfbe104,698822fe-9bd3-4503-a133-b8add18dd732,1
39a8f292-4620-4b7e-a952-fe733cfbe104,714f4085-2ccf-4a1a-997c-f0a789c3eb37,2
39a8f292-4620-4b7e-a952-fe733cfbe104,77db9dcd-41c7-4a1b-8ae8-728b5be5a095,1
39a8f292-4620-4b7e-a952-fe733cfbe104,7efb264a-25dd-460a-bfae-c8a6f87ba9f7,1
39a8f292-4620-4b7e-a952-fe733cfbe104,84efadb3-4340-49c8-9e01-2059873e207c,2
39a8f292-4620-4b7e-a952-fe733cfbe104,870cd564-9c4a-4843-8b1c-3bfd113e25bf,2
39a8f292-4620-4b7e-a952-fe733cfbe104,88553634-9f30-47d7-84d9-769324235e09,2
39a8f292-4620-4b7e-a952-fe733cfbe104,8a823e38-d132-4185-9042-19a479ba2f9e,1
39a8f292-4620-4b7e-a952-fe733cfbe104,8cfdf231-27c6-4a5e-81c9-18636b887cfc,2
39a8f292-4620-4b7e-a952-fe733cfbe104,8efd5c46-e757-40a2-b186-3cb6ecdfc633,2
39a8f292-4620-4b7e-a952-fe733cfbe104,930f9c6f-7896-46e1-86ed-b6b11296dfb8,1
39a8f292-4620-4b7e-a952-fe733cfbe104,a580b045-2783-4cfa-bab6-08d23c757a90,3
39a8f292-4620-4b7e-a952-fe733cfbe104,a91f762d-7198-4e0e-8eca-a63854433339,3
39a8f292-4620-4b7e-a952-fe733cfbe104,a9a24579-904f-40be-9347-f7309ca2a897,1
39a8f292-4620-4b7e-a952-fe733cfbe104,ae0ac19b-f46f-4c13-aa96-36a540ed9c82,1
39a8f292-4620-4b7e-a952-fe733cfbe104,b5e14fff-36ab-44b7-afed-cd4656c51ea1,1
39a8f292-4620-4b7e-a952-fe733cfbe104,beca0a12-87a2-4318-9833-6ab40fc426f2,1
39a8f292-4620-4b7e-a952-fe733cfbe104,c07df549-3624-4f55-9927-eb212ddd5673,2
39a8f292-4620-4b7e-a952-fe733cfbe104,c19533e3-94a3-45ef-9b38-d6d9dc48a30c,1
39a8f292-4620-4b7e-a952-fe733cfbe104,cd0c0159-1217-48be-a34d-59ccda5ce1a5,3
39a8f292-4620-4b7e-a952-fe733cfbe104,d9425451-5897-4baa-9880-d3f707eff195,1
39a8f292-4620-4b7e-a952-fe733cfbe104,db72a39d-1e47-4708-a265-3f54a824368f,2
39a8f292-4620-4b7e-a952-fe733cfbe104,db834a42-95f1-422b-8ee4-54adc1aacff8,3
39a8f292-4620-4b7e-a952-fe733cfbe104,e08509d5-ab33-4515-8859-c1e5c80195ee,1
39a8f292-4620-4b7e-a952-fe733cfbe104,f480c751-70e7-43c1-a2be-5e41392a08ec,1
39a8f292-4620-4b7e-a952-fe733cfbe104,f6ad0303-a064-4aad-a73e-b17451e86f66,3
39a8f292-4620-4b7e-a952-fe733cfbe104,fc2aa68d-6d5e-4cfc-84f2-49e9aef8691b,2
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,01890485-2713-4bd8-892d-46793b1bca27,2
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,094399eb-fd51-4d10-898e-e14f2b68cf38,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,0a7fd7e3-6c2f-4280-917b-5462f48f81c0,2
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,0aa77e93-326e-4e35-83e6-22d58a2419fd,2
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,0d9b19d1-ce7e-4cf3-b80d-7cf421600bed,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,144b8f8d-0b72-438b-821a-795837ef8fad,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,1f5af8d7-4476-4eb1-9016-e83356fa6374,2
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,2386cd85-1f80-40bf-a440-ba5ef2dfa19d,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,24e269be-4049-45df-811f-67666cb986bc,0
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,2835ed85-fa74-4950-8c8b-d648467630fc,0
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,341fb2d9-1e39-474b-84e7-b7343aa24a34,0
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,3e58e2ea-edee-4354-bb2e-f90461d874d1,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,3f83db3f-2748-4bae-bc85-5013a12d746e,3
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,4139d57c-5d98-4dec-8914-7757f7986bfb,2
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,42e8ae36-89aa-4e84-983e-571a0b695af8,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,54d9123c-365e-4a9a-b7c5-041e2041b8e8,2
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,5867e180-9785-471c-b188-066523c7a9c6,2
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,592ac40b-4132-4f51-950c-5fd4350e9b53,2
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,698822fe-9bd3-4503-a133-b8add18dd732,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,714f4085-2ccf-4a1a-997c-f0a789c3eb37,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,77db9dcd-41c7-4a1b-8ae8-728b5be5a095,2
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,7efb264a-25dd-460a-bfae-c8a6f87ba9f7,0
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,84efadb3-4340-49c8-9e01-2059873e207c,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,870cd564-9c4a-4843-8b1c-3bfd113e25bf,2
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,88553634-9f30-47d7-84d9-769324235e09,0
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,8a823e38-d132-4185-9042-19a479ba2f9e,0
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,8cfdf231-27c6-4a5e-81c9-18636b887cfc,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,8efd5c46-e757-40a2-b186-3cb6ecdfc633,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,930f9c6f-7896-46e1-86ed-b6b11296dfb8,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,a580b045-2783-4cfa-bab6-08d23c757a90,3
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,a91f762d-7198-4e0e-8eca-a63854433339,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,a9a24579-904f-40be-9347-f7309ca2a897,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,ae0ac19b-f46f-4c13-aa96-36a540ed9c82,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,b5e14fff-36ab-44b7-afed-cd4656c51ea1,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,beca0a12-87a2-4318-9833-6ab40fc426f2,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,c07df549-3624-4f55-9927-eb212ddd5673,2
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,c19533e3-94a3-45ef-9b38-d6d9dc48a30c,0
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,cd0c0159-1217-48be-a34d-59ccda5ce1a5,0
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,d9425451-5897-4baa-9880-d3f707eff195,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,db72a39d-1e47-4708-a265-3f54a824368f,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,db834a42-95f1-422b-8ee4-54adc1aacff8,2
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,e08509d5-ab33-4515-8859-c1e5c80195ee,0
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,f480c751-70e7-43c1-a2be-5e41392a08ec,1
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,f6ad0303-a064-4aad-a73e-b17451e86f66,2
41c2c3d9-0b7a-464c-9d25-c920ae84d33f,fc2aa68d-6d5e-4cfc-84f2-49e9aef8691b,0
42187c6f-8c30-42da-aead-604d7c040b97,1f5af8d7-4476-4eb1-9016-e83356fa6374,3
42187c6f-8c30-42da-aead-604d7c040b97,592ac40b-4132-4f51-950c-5fd4350e9b53,2
42187c6f-8c30-42da-aead-604d7c040b97,698822fe-9bd3-4503-a133-b8add18dd732,2
42187c6f-8c30-42da-aead-604d7c040b97,88553634-9f30-47d7-84d9-769324235e09,1
42187c6f-8c30-42da-aead-604d7c040b97,e08509d5-ab33-4515-8859-c1e5c80195ee,2
428b55c5-cd66-43d8-8e2b-fe37e4d94544,01890485-2713-4bd8-892d-46793b1bca27,1
428b55c5-cd66-43d8-8e2b-fe37e4d94544,094399eb-fd51-4d10-898e-e14f2b68cf38,0
428b55c5-cd66-43d8-8e2b-fe37e4d94544,0a7fd7e3-6c2f-4280-917b-5462f48f81c0,3
428b55c5-cd66-43d8-8e2b-fe37e4d94544,0aa77e93-326e-4e35-83e6-22d58a2419fd,3
428b55c5-cd66-43d8-8e2b-fe37e4d94544,0d9b19d1-ce7e-4cf3-b80d-7cf421600bed,2
428b55c5-cd66-43d8-8e2b-fe37e4d94544,144b8f8d-0b72-438b-821a-795837ef8fad,3
