"strong_code","language","lemma","transliteration"
"H2010","hebrew","הֲנָחָה","ha.na.chah"
"H2011","hebrew","הִנֹּם","hin.nom"
"H2012","hebrew","הֵנַע","he.na"
"H2013","hebrew","הַס","ha.sah"
"H2014","hebrew","הֲפוּגָה","ha.phu.gah"
"H2015","hebrew","הָפַךְ","ha.phakh"
"H2016","hebrew","הֶ֫פֶךְ","he.phekh"
"H2017","hebrew","הֹפֶךְ","ho.phekh"
"H2018","hebrew","הֲפֵכָה","ha.phe.khah"
"H2019","hebrew","הֲפַכְפַּךְ","ha.phakh.pakh"
"H2020","hebrew","הַצָּלָה","hats.tsa.lah"
"H2021","hebrew","הֹ֫צֶן","ho.tsen"
"H2022","hebrew","הַר","har"
"H2023","hebrew","הֹר","hor"
"H2024","hebrew","הָרָא","ha.ra"
"H2025","hebrew","הַרְאֵל","har.el"
"H2026","hebrew","הָרַג","ha.rag"
"H2027","hebrew","הֶ֫רֶג","he.reg"
"H2028","hebrew","הֲרֵגָה","ha.re.gah"
"H2029","hebrew","הָרָה","ha.rah"
"H2030a","hebrew","הָרָה","ha.rah"
"H2030b","hebrew","הָרִיָּה","ha.riy.yah"
"H2031","hebrew","הַרְהֹר","har.hor"
"H2032","hebrew","הֵרָיוֹן","he.ron"
"H2033","hebrew","הֲרוֹרִי","ha.ro.ri"
"H2034","hebrew","הֲרִיסָה","ha.ri.sah"
"H2035","hebrew","הֲרִיסוּת","ha.ri.sut"
"H2036","hebrew","הֹרָם","ho.ram"
"H2037","hebrew","הָרֻם","ha.rum"
"H2038","hebrew","הַרְמוֹן","har.mon"
"H2039","hebrew","הָרָן","ha.ran"
"H2040","hebrew","הָרַס","ha.ras"
"H2041","hebrew","הֶ֫רֶס","he.res"
"H2042","hebrew","הָרָר","ha.rar"
"H2043","hebrew","הֲרָרִי","ha.ra.ri"
"H2044","hebrew","הָשֵׁם","ha.shem"
"H2045","hebrew","הַשְׁמָעוּת","hash.ma.ut"
"H2046","hebrew","הִתּוּךְ","hit.tukh"
"H2047","hebrew","הֲתָךְ","ha.takh"
"H2048a","hebrew","הָתַל","ha.tal"
"H2048b","hebrew","תָּלַל","ta.lal"
"H2049","hebrew","הֲתֻלִֿים","ha.tol"
"H2050","hebrew","הוּת","ha.tat"
"H2051","hebrew","וְדָן","ve.dan"
"H2052","hebrew","וָהֵב","va.hev"
"H2053","hebrew","וָו","vav"
"H2054","hebrew","וָזָר","va.zar"
"H2055","hebrew","וַיְזָתָא","vay.za.ta"
"H2056","hebrew","וָלָד","va.lad"
"H2057","hebrew","וַנְיָה","van.yah"
"H2058","hebrew","וׇפְסִי","voph.si"
"H2059","hebrew","וַשְׁנִי","vash.ni"
"H2060","hebrew","וַשְׁתִּי","vash.ti"
"H2061","hebrew","זְאֵב","ze.ev"
"H2062","hebrew","זְאֵב","ze.ev"
"H2063","hebrew","זֹאת","zot"
"H2064","hebrew","זָבַד","za.vad"
"H2065","hebrew","זֶ֫בֶד","ze.ved"
"H2066","hebrew","זָבָד","za.vad"
"H2067","hebrew","זַבְדִּי","zav.di"
"H2068","hebrew","זַבְדִּיאֵל","zav.di.el"
"H2069","hebrew","זְבַדְיָהוּ","ze.vad.yah"
"H2070","hebrew","זְבוּב","ze.vuv"
"H2071","hebrew","זָבוּד","za.vud"
"H2072","hebrew","זַבּוּד","za.bud"
"H2073","hebrew","זְבֻל","ze.vul"
"H2074","hebrew","זְבוּלֻן","ze.vu.lun"
"H2075","hebrew","זְבוּלֹנִי","ze.vu.lo.ni"
"H2076","hebrew","זָבַח","za.vach"
"H2077","hebrew","זֶ֫בַח","ze.vach"
"H2078","hebrew","זֶ֫בַח","ze.vach"
"H2079","hebrew","זַבַּי","zab.bay"
"H2080","hebrew","זְבוּדָה","ze.vi.dah"
"H2081","hebrew","זְבִינָא","ze.vi.na"
"H2082","hebrew","זָבַל","za.val"
"H2083","hebrew","זְבֻל","ze.vul"
"H2084","hebrew","זְבַן","ze.van"
"H2085","hebrew","זָג","zag"
"H2086","hebrew","זֵד","zed"
"H2087","hebrew","זָדוֹן","za.don"
"H2088","hebrew","זֶה","zeh"
"H2089","hebrew","זֶה","zeh"
"H2090","hebrew","זֹה","zoh"
"H2091","hebrew","זָהָב","za.hav"
"H2092","hebrew","זָהַם","za.ham"
"H2093","hebrew","זָ֑הַם","za.ham"
"H2094a","hebrew","זָהַר","za.har"
"H2094b","hebrew","זָהַר","za.har"
"H2095","hebrew","זְהַר","ze.har"
"H2096","hebrew","זֹ֫הַר","zo.har"
"H2097","hebrew","זוֹ","zo"
"H2098","hebrew","זוּ","zu"
"H2099","hebrew","זִו","ziv"
"H2100","hebrew","זוּב","zuv"
"H2101","hebrew","זוֹב","zov"
"H2102","hebrew","זִיד","zud"
"H2103","hebrew","זוּד","zud"
"H2104","hebrew","זוּזִים","zu.zim"
"H2105","hebrew","זוֹחֵת","zo.chet"
"H2106","hebrew","זָוִית","za.vit"
"H2107","hebrew","זוּל","zul"
"H2108","hebrew","זוּלָה","zu.lah"
"H2109a","hebrew","זוּן","zun"
"H2109b","hebrew","יָזַן","ya.zan"
"H2110","hebrew","זוּן","zun"
"H2111","hebrew","זוּעַ","zu.a"
"H2112","hebrew","זוּעַ","zu.a"
"H2113","hebrew","זְוָעָה","ze.va.ah"
"H2114a","hebrew","זוּר","zur"
"H2114b","hebrew","זוּר","zur"
"H2115","hebrew","זוּר","zur"
"H2116","hebrew","זוּרֶה","zu.reh"
"H2117","hebrew","זָזָא","za.za"
"H2118","hebrew","זָחַח","za.chach"
"H2119a","hebrew","זָחַל","za.chal"
"H2119b","hebrew","זָחַל","za.chal"
"H2120","hebrew","זֹחֶ֫לֶת","zo.che.let"
"H2121","hebrew","זֵידוֹן","ze.don"
"H2122","hebrew","זִיו","ziv"
"H2123a","hebrew","זִיז","ziz"
"H2123b","hebrew","זִיז","ziz"
"H2124","hebrew","זִיזָא","zi.za"
"H2125","hebrew","זִיזָה","zi.zah"
"H2126","hebrew","זִינָא","zi.na"
"H2127","hebrew","זִיעַ","zi.a"
"H2128","hebrew","זִיף","ziph"
"H2129","hebrew","זִיפָה","zi.phah"
"H2130","hebrew","זִיפִי","zi.phi"
"H2131a","hebrew","זֵק","zi.qah"
"H2131b","hebrew","זֵק","zi.qah"
"H2132","hebrew","זַ֫יִת","za.yit"
"H2133","hebrew","זֵיתָן","ze.tan"
"H2134","hebrew","זַךְ","zakh"
"H2135","hebrew","זָכָה","za.khah"
"H2136","hebrew","זָכוּ","za.khu"
"H2137","hebrew","זְכוּכִית","ze.khu.khit"
"H2138","hebrew","זָכוּר","za.khur"
"H2139","hebrew","זַכּוּר","zak.kur"
"H2140","hebrew","זַכַּי","zak.kay"
"H2141","hebrew","זָכַךְ","za.khakh"
"H2142","hebrew","זָכַר","za.khar"
"H2143","hebrew","זֵ֫כֶר","ze.kher"
"H2144","hebrew","זֶ֫כֶר","ze.kher"
"H2145","hebrew","זָכָר","za.khar"
"H2146","hebrew","זִכָּרוֹן","zikh.ron"
"H2147","hebrew","זִכְרִי","zikh.ri"
"H2148a","hebrew","זְכַרְיָהוּ","ze.khar.yah"
"H2148b","hebrew","זְכַרְיָהוּ","ze.khar.yah"
"H2149","hebrew","זֻלּוּת","zul.lut"
"H2150","hebrew","זַלְזַל","zal.zal"
"H2151a","hebrew","זָלַל","za.lal"
"H2151b","hebrew","זָלַל","za.lal"
"H2152","hebrew","זַלְעָפָה","zal.a.phah"
"H2153","hebrew","זִלְפָּה","zil.pah"
"H2154","hebrew","זִמָּה","zim.mah"
"H2155","hebrew","זִמָּה","zim.mah"
"H2156","hebrew","זְמוֹרָה","ze.mo.rah"
"H2157","hebrew","זַמְזֻמִּים","zam.zom"
"H2158","hebrew","זָמִיר","za.mir"
"H2159","hebrew","זָמִיר","za.mir"
"H2160","hebrew","זְמִירָה","ze.mi.rah"
"H2161","hebrew","זָמַם","za.mam"
"H2162","hebrew","זָמָם","za.mam"
"H2163","hebrew","זָמַן","za.man"
"H2164","hebrew","זְמַן","ze.man"
"H2165","hebrew","זְמָ֑ן","ze.man"
"H2166","hebrew","זְמַן","ze.man"
"H2167","hebrew","זָמַר","za.mar"
"H2168","hebrew","זָמַר","za.mar"
"H2169","hebrew","זֶ֫מֶר","ze.mer"
"H2170","hebrew","זְמָר","ze.mar"
"H2171","hebrew","זַמָּר","zam.mar"
"H2172","hebrew","זִמְרָה","zim.rah"
"H2173","hebrew","זִמְרָה","zim.rah"
"H2174a","hebrew","זִמְרִי","zim.ri"
"H2174b","hebrew","זִמְרִי","zim.ri"
"H2175","hebrew","זִמְרָן","zim.ran"
"H2176","hebrew","זִמְרָת","zim.rat"
"H2177","hebrew","זַן","zan"
"H2178","hebrew","זַן","zan"
"H2179","hebrew","זָנַב","za.nav"
"H2180","hebrew","זָנָב","za.nav"
"H2181","hebrew","זָנָה","za.nah"
"H2182","hebrew","זָנוֹחַ","za.no.ach"
"H2183","hebrew","זְנוּנִים","za.nun"
"H2184","hebrew","זְנוּת","ze.nut"
"H2185","hebrew","זֹנוֹת","zo.not"
"H2186a","hebrew","זָנַח","za.nach"
"H2186b","hebrew","זָנַח","za.nach"
"H2187","hebrew","זָנַק","za.naq"
"H2188","hebrew","זֵעָה","ze.ah"
"H2189","hebrew","זַעֲוָה","za.a.vah"
"H2190","hebrew","זַעֲוָן","za.a.van"
"H2191","hebrew","זְעֵיר","ze.er"
"H2192","hebrew","זְעֵיר","ze.er"
"H2193","hebrew","זָעַךְ","za.akh"
"H2194","hebrew","זָעַם","za.am"
"H2195","hebrew","זַ֫עַם","za.am"
"H2196","hebrew","זָעַף","za.aph"
"H2197","hebrew","זַ֫עַף","za.aph"
"H2198","hebrew","זָעֵף","za.eph"
"H2199","hebrew","זָעַק","za.aq"
"H2200","hebrew","זְעִ֑ק","ze.iq"
"H2201","hebrew","זְעָקָה","ze.a.qah"
"H2202","hebrew","זִפְרֹן","ziph.ron"
"H2203","hebrew","זֶ֫פֶת","ze.phet"
"H2204","hebrew","זָקֵן","za.qen"
"H2205","hebrew","זָקֵן","za.qen"
"H2206","hebrew","זָקָן","za.qan"
"H2207","hebrew","זֹ֫קֶן","zo.qen"
"H2208","hebrew","זְקֻנִים","za.qun"
"H2209","hebrew","זִקְנָה","ziq.nah"
"H2210","hebrew","זָקַף","za.qaph"
"H2211","hebrew","זְקַף","ze.qaph"
"H2212","hebrew","זָקַק","za.qaq"
"H2213","hebrew","זֵר","zer"
"H2214","hebrew","זָרָא","za.ra"
"H2215","hebrew","זָרַב","za.rav"
"H2216","hebrew","זְרֻבָּבֶ֫ל","ze.rub.ba.vel"
"H2217","hebrew","זְרֻבָּבֶ֫ל","ze.rub.ba.vel"
"H2218","hebrew","זֶ֫רֶד","ze.red"
"H2219","hebrew","זָרָה","za.rah"
"H2220","hebrew","זְרוֹעַ","ze.ro.a"
"H2221","hebrew","זֵרוּעַ","ze.ru.a"
"H2222a","hebrew","זָרַף","za.raph"
"H2222b","hebrew","זַרְזִיף","zar.ziph"
"H2223","hebrew","זַרְזִיר","zar.zir"
"H2224","hebrew","זָרַח","za.rach"
"H2225","hebrew","זֶ֫רַח","ze.rach"
"H2226","hebrew","זֶ֫רַח","ze.rach"
"H2227","hebrew","זַרְחִי","zar.chi"
"H2228","hebrew","זְרַחְיָה","ze.rach.yah"
"H2229","hebrew","זָרַם","za.ram"
"H2230","hebrew","זֶ֫רֶם","ze.rem"
"H2231","hebrew","זִרְמָה","zir.mah"
"H2232","hebrew","זָרַע","za.ra"
"H2233","hebrew","זֶ֫רַע","ze.ra"
"H2234","hebrew","זְרַע","ze.ra"
"H2235a","hebrew","זֵרֹעַ","ze.ro.a"
"H2235b","hebrew","זֵֽרְעֹן","zar.on"
"H2236","hebrew","זָרַק","za.raq"
"H2237","hebrew","זָרַר","za.rar"
"H2238","hebrew","זֶ֫רֶשׁ","ze.resh"
"H2239","hebrew","זֶ֫רֶת","ze.ret"
"H2240","hebrew","זַתּוּא","zat.tu"
"H2241","hebrew","זֵתָם","ze.tam"
"H2242","hebrew","זֵתַר","ze.tar"
"H2243","hebrew","חֹב","chov"
"H2244","hebrew","חָבָא","cha.va"
"H2245","hebrew","חָבַב","cha.vav"
"H2246","hebrew","חֹבָב","cho.vav"
"H2247","hebrew","חָבָה","cha.vah"
"H2248","hebrew","חֲבוּלָא","cha.vu.lah"
"H2249","hebrew","חָבוֹר","cha.vor"
"H2250","hebrew","חַבּוּרָה","chab.bu.rah"
"H2251","hebrew","חָבַט","cha.vat"
"H2252","hebrew","חֲבַיָה","cha.vay.yah"
"H2253","hebrew","חֶבְיוֹן","chev.yon"
"H2254a","hebrew","חָבַל","cha.val"
"H2254b","hebrew","חָבַל","cha.val"
"H2254c","hebrew","חָבַל","cha.val"
"H2255","hebrew","חֲבַל","cha.val"
"H2256a","hebrew","חֶ֫בֶל","che.vel"
"H2256b","hebrew","חֵ֫בֶל","che.vel"
"H2256c","hebrew","חֹבְלִים","chov.lim"
"H2256d","hebrew","חֶ֫בֶל","che.vel"
"H2257","hebrew","חֲבָל","cha.val"
"H2258a","hebrew","חֲבֹל","cha.vol"
"H2258b","hebrew","חֲבֹלָה","cha.vo.lah"
"H2259","hebrew","חֹבֵל","cho.vel"
"H2260","hebrew","חִבֵּל","chib.bel"
"H2261","hebrew","חֲבַצֶּלֶת","cha.vats.tse.let"
"H2262","hebrew","חֲבַצִּנְיָה","cha.vats.tsan.yah"
"H2263","hebrew","חָבַק","cha.vaq"
"H2264","hebrew","חִבֻּק","chib.buq"
"H2265","hebrew","חֲבַקּוּק","cha.vaq.quq"
"H2266","hebrew","חָבַר","cha.var"
"H2267","hebrew","חֶ֫בֶר","che.ver"
"H2268","hebrew","חֶ֫בֶר","che.ver"
"H2269","hebrew","חֲבַר","cha.var"
"H2270","hebrew","חָבֵר","cha.ver"
"H2271","hebrew","חַבָּר","chab.bar"
"H2272","hebrew","חֲבַרְבֻּרָה","cha.var.bu.rah"
"H2273","hebrew","חַבְרָה","chav.rah"
"H2274","hebrew","חֶבְרָה","chev.rah"
"H2275a","hebrew","חֶבְרוֹן","chev.ron"
"H2275b","hebrew","חֶבְרוֹן","chev.ron"
"H2276","hebrew","חֶבְרוֹנִי","chev.ro.ni"
"H2277","hebrew","חֶבְרִי","chev.ri"
"H2278","hebrew","חֲבֶ֫רֶת","cha.ve.ret"
"H2279","hebrew","חֹבֶ֫רֶת","cho.ve.ret"
"H2280","hebrew","חָבַשׁ","cha.vash"
"H2281","hebrew","חֲבִתִּים","cha.vet"
"H2282","hebrew","חַג","chag"
"H2283","hebrew","חָגָּא","cha.ga"
"H2284","hebrew","חָגָב","cha.gav"
"H2285","hebrew","חָגָב","cha.gav"
"H2286a","hebrew","חֲגָבָא","cha.ga.va"
"H2286b","hebrew","חֲגָבָה","cha.ga.vah"
"H2287","hebrew","חָגַג","cha.gag"
"H2288","hebrew","חֲגָוִים","cha.gav"
"H2289","hebrew","חָגוֹר","cha.gor"
"H2290a","hebrew","חֲגוֹר","cha.gor"
"H2290b","hebrew","חֲגוֹרָה","ha.go.rah"
"H2291","hebrew","חַגִּי","chag.gi"
"H2292a","hebrew","חַגַּי","chag.gay"
"H2292b","hebrew","חַגַּי","chag.gay"
"H2293","hebrew","חַגִּיָּה","chag.giy.yah"
"H2294","hebrew","חַגִּית","chag.git"
"H2295","hebrew","חׇגְלָה","chog.lah"
"H2296","hebrew","חָגַר","cha.gar"
"H2297","hebrew","חַד","chad"
"H2298","hebrew","חַד","chad"
"H2299","hebrew","חַד","chad"
"H2300a","hebrew","חָדַד","cha.dad"
"H2300b","hebrew","חָדַה","cha.dah"
"H2301","hebrew","חֲדַד","cha.dad"
"H2302","hebrew","חָדָה","cha.dah"
"H2303","hebrew","חַדּוּד","chad.dud"
"H2304","hebrew","חֶדְוָה","ched.vah"
"H2305","hebrew","חֶדְוָה","ched.vah"
"H2306","hebrew","חֲדִי","cha.di"
"H2307","hebrew","חָדִיד","cha.did"
"H2308","hebrew","חָדַל","cha.dal"
"H2309","hebrew","חֶ֫דֶל","che.del"
"H2310","hebrew","חָדֵל","cha.del"
"H2311","hebrew","חַדְלָ֑י","chad.lay"
"H2312","hebrew","חֵ֫דֶק","che.deq"
"H2313","hebrew","חִדֶּ֫קֶל","chid.de.qel"
"H2314","hebrew","חָדַר","cha.dar"
"H2315","hebrew","חֶ֫דֶר","che.der"
"H2316","hebrew","חֲדַר","cha.dar"
"H2317","hebrew","חַדְרָ֔ךְ","chad.rakh"
"H2318","hebrew","חָדַשׁ","cha.dash"
"H2319","hebrew","חָדָשׁ","cha.dash"
"H2320","hebrew","חֹ֫דֶשׁ","cho.desh"
"H2321","hebrew","חֹ֫דֶשׁ","cho.desh"
"H2322","hebrew","חֲדָשָׁה","cha.da.shah"
"H2323","hebrew","חֲדַ֑ת","cha.dat"
"H2324","hebrew","חֲוָה","cha.vah"
"H2325","hebrew","חוּב","chuv"
"H2326","hebrew","חוֹב","chov"
"H2327","hebrew","חוֹבָה","cho.vah"
"H2328","hebrew","חוּג","chug"
"H2329","hebrew","חוּג","chug"
"H2330","hebrew","חוּד","chud"
"H2331","hebrew","חָוָה","cha.vah"
"H2332","hebrew","חַוָּה","chav.vah"
"H2333","hebrew","חַוָּה","chav.vah"
"H2334","hebrew","חַוּוֹת יָעִיר","chau.vot ya.ir"
"H2335","hebrew","חוֹזַי","cho.zay"
"H2336","hebrew","חוֹחַ","cho.ach"
"H2337","hebrew","חָוָח","cha.vach"
"H2338","hebrew","חוּט","chut"
"H2339","hebrew","חוּט","chut"
"H2340","hebrew","חִוִּי","chiv.vi"
"H2341","hebrew","חֲוִילָה","cha.vi.lah"
"H2342a","hebrew","חוּל","chul"
"H2342b","hebrew","חִיל","chil"
"H2343","hebrew","חוּל","chul"
"H2344","hebrew","חוֹל","chol"
"H2345","hebrew","חוּם","chum"
"H2346","hebrew","חוֹמָה","cho.mah"
"H2347","hebrew","חוּס","chus"
"H2348","hebrew","חוֹף","choph"
"H2349","hebrew","חוּפָם","chu.pham"
"H2350","hebrew","חוּפָמִי","chu.pha.mi"
"H2351","hebrew","חוּץ","chuts"
"H2352","hebrew","חֻר","chur"
"H2353","hebrew","חוּר","chur"
"H2354","hebrew","חוּר","chur"
"H2355","hebrew","חוֹרָ֑י","chor"
"H2356","hebrew","חֹר","chor"
"H2357","hebrew","חָוַר","cha.var"
"H2358","hebrew","חִוָּר","chiv.var"
"H2359","hebrew","חוּרִי","chu.ri"
"H2360","hebrew","חוּרַי","chu.ray"
"H2361","hebrew","חוּרָם","chu.ram"
"H2362","hebrew","חַוְרָן","chav.ran"
"H2363a","hebrew","חוּשׁ","chush"
"H2363b","hebrew","חוּשׁ","chush"
"H2364","hebrew","חוּשָׁה","chu.shah"
"H2365","hebrew","חוּשַׁי","chu.shay"
"H2366a","hebrew","חוּשִׁים","chu.shim"
"H2366b","hebrew","חֻשִׁים","chu.shim"
"H2367","hebrew","חֻשָׁם","chu.sham"
"H2368","hebrew","חֹתָם","cho.tam"
"H2369","hebrew","חוֹתָם","cho.tam"
"H2370","hebrew","חֲזָה","cha.zah"
"H2371","hebrew","חֲזָהאֵל","cha.za.el"
"H2372","hebrew","חָזָה","cha.zah"
"H2373","hebrew","חָזֶה","cha.zeh"
"H2374","hebrew","חֹזֶה","cho.zeh"
"H2375","hebrew","חֲזוֹ","cha.zo"
"H2376","hebrew","חֱזוּ","che.zev"
"H2377","hebrew","חָזוֹן","cha.zon"
"H2378","hebrew","חָזוֹת","cha.zot"
"H2379","hebrew","חֲזוֹת","cha.zot"
"H2380","hebrew","חָזוּת","cha.zut"
"H2381","hebrew","חֲזִיאֵל","cha.zi.el"
"H2382","hebrew","חֲזָיָה","cha.za.yah"
"H2383","hebrew","חֶזְיוֹן","chez.yon"
"H2384","hebrew","חִזָּיוֹן","chiz.za.von"
"H2385","hebrew","חֲזִיז","cha.ziz"
"H2386","hebrew","חֲזִיר","cha.zir"
"H2387","hebrew","חֵזִיר","che.zir"
"H2388","hebrew","חָזַק","cha.zaq"
"H2389","hebrew","חָזָק","cha.zaq"
"H2390","hebrew","חָזֵק","cha.zeq"
"H2391","hebrew","חֵ֫זֶק","che.zeq"
"H2392","hebrew","חֹ֫זֶק","cho.zeq"
"H2393","hebrew","חֶזְקָה","chez.qah"
"H2394","hebrew","חׇזְקָה","choz.qah"
"H2395","hebrew","חִזְקִי","chiz.qi"
"H2396","hebrew","חִזְקִיָּהוּ","chiz.qiy.yah"
"H2397","hebrew","חַח","chach"
"H2398","hebrew","חָטָא","cha.ta"
"H2399","hebrew","חֵטְא","chet"
"H2400","hebrew","חַטָּא","chat.ta"
"H2401","hebrew","חֲטָאָה","cha.ta.ah"
"H2402","hebrew","חַטָּאָה","chat.ta.ah"
"H2403a","hebrew","חַטָּאָה","chat.ta.ah"
"H2403b","hebrew","חַטָּאת","chat.tat"
"H2404","hebrew","חָטַב","cha.tav"
"H2405","hebrew","חֲטֻבוֹת","cha.tu.vah"
"H2406","hebrew","חִטָּה","chit.tah"
"H2407","hebrew","חַטּוּשׁ","chat.tush"
"H2408","hebrew","חֲטָי","cha.ti"
"H2409","hebrew","חַטָּיָא","cha.t.ta.ya"
"H2410","hebrew","חֲטִיטָא","cha.ti.ta"
"H2411","hebrew","חַטִּיל","chat.til"
"H2412","hebrew","חֲטִיפָא","cha.ti.pah"
"H2413","hebrew","חָטַם","cha.tam"
"H2414","hebrew","חָטַף","cha.taph"
"H2415","hebrew","חֹטֵר","cho.ter"
"H2416a","hebrew","חַי","chay"
"H2416b","hebrew","חַי","chay"
"H2416c","hebrew","חַיָּה","chay.yah"
"H2416d","hebrew","חַיָּה","chay.yah"
"H2416e","hebrew","חַיִּים","chay.yim"
"H2417","hebrew","חַי","chay"
"H2418","hebrew","חֲיָא","cha.ya"
"H2419","hebrew","חִיאֵל","chi.el"
"H2420","hebrew","חִידָה","chi.dah"
"H2421","hebrew","חָיָה","cha.yah"
"H2422","hebrew","חָיֶה","cha.yeh"
"H2423","hebrew","חֵיוָא","che.va"
"H2424","hebrew","חַיּוּת","chay.yut"
"H2425","hebrew","חָיַי","cha.yay"
"H2426","hebrew","חֵל","chel"
"H2427a","hebrew","חִיל","chil"
"H2427b","hebrew","חִילָה","chi.lah"
"H2428a","hebrew","חַ֫יִל","cha.yil"
"H2428","hebrew","חֵילֵךְ","che.lek"
"H2429","hebrew","חַ֫יִל","cha.yil"
"H2430","hebrew","חֵילָה","che.lah"
"H2431","hebrew","חֵילָם","che.lam"
"H2432","hebrew","חִילֵן","chi.len"
"H2433","hebrew","חִין","chin"
"H2434","hebrew","חַ֫יִץ","cha.yits"
"H2435","hebrew","חִיצוֹן","chi.tson"
"H2436","hebrew","חֵיק","cheq"
"H2437","hebrew","חִירָה","chi.rah"
"H2438","hebrew","חִירָם","chi.ram"
"H2439","hebrew","חִישׁ","chish"
"H2440","hebrew","חִישׁ","chish"
"H2441","hebrew","חֵךְ","chekh"
"H2442","hebrew","חָכָה","cha.khah"
"H2443","hebrew","חַכָּה","chak.kah"
"H2444","hebrew","חֲכִילָה","cha.khi.lah"
"H2445","hebrew","חַכִּים","chak.kim"
"H2446","hebrew","חֲכַלְיָה","cha.khal.yah"
"H2447","hebrew","חַכְלִילִי","chakh.lil"
"H2448","hebrew","חַכְלִלוּת","chakh.li.lut"
"H2449","hebrew","חָכַם","cha.kham"
"H2450","hebrew","חָכָם","cha.kham"
"H2451","hebrew","חׇכְמָה","chokh.mah"
"H2452","hebrew","חׇכְמָה","chokh.mah"
"H2453","hebrew","חַכְמוֹנִי","chakh.mo.ni"
"H2454","hebrew","חׇכְמוֹת","chokh.mot"
"H2455","hebrew","חֹל","chol"
"H2456","hebrew","חָלָא","cha.la"
"H2457","hebrew","חֶלְאָה","chel.ah"
"H2458","hebrew","חֶלְאָה","chel.ah"
"H2459","hebrew","חֵ֫לֶב","che.lev"
"H2460","hebrew","חֵ֫לֶב","che.lev"
"H2461","hebrew","חָלָב","cha.lav"
"H2462","hebrew","חֶלְבָּה","chel.bah"
"H2463","hebrew","חֶלְבּוֹן","chel.bon"
"H2464","hebrew","חֶלְבְּנָה","chel.be.nah"
"H2465","hebrew","חֶ֫לֶד","che.led"
"H2466","hebrew","חֵ֫לֶד","che.led"
"H2467","hebrew","חֹ֫לֶד","cho.led"
"H2468","hebrew","חֻלְדָּה","chul.dah"
"H2469","hebrew","חֶלְדַּי","chel.day"
"H2470a","hebrew","חָלָה","cha.lah"
"H2470b","hebrew","חָלָה","cha.lah"
"H2471","hebrew","חַלָּה","chal.lah"
"H2472","hebrew","חֲלוֹם","cha.lom"
"H2473","hebrew","חֹלוֹן","cho.lon"
"H2474","hebrew","חַלּוֹן","chal.lon"
"H2475","hebrew","חֲלוֹף","cha.loph"
"H2476","hebrew","חֲלוּשָׁה","cha.lu.shah"
"H2477","hebrew","חֲלַח","cha.lach"
"H2478","hebrew","חַלְחוּל","chal.chul"
"H2479","hebrew","חַלְחָלָה","chal.cha.lah"
"H2480","hebrew","חָלַט","cha.lat"
"H2481","hebrew","חֲלִי","cha.li"
"H2482","hebrew","חֲלִי","cha.li"
"H2483","hebrew","חֳלִי","cho.li"
"H2484","hebrew","חֶלְיָה","chel.yah"
"H2485","hebrew","חָלִיל","cha.lil"
"H2486","hebrew","חָלִ֫ילָה","cha.li.lah"
"H2487","hebrew","חֲלִיפָה","cha.li.phah"
"H2488","hebrew","חֲלִיצָה","cha.li.tsah"
"H2489","hebrew","חֵֽלְכָה","che.le.kah"
"H2490a","hebrew","חָלַל","cha.lal"
"H2490b","hebrew","חָלַל","cha.lal"
"H2490c","hebrew","חָלַל","cha.lal"
"H2491a","hebrew","חָלָל","cha.lal"
"H2491b","hebrew","חָלָל","cha.lal"
"H2492a","hebrew","חָלַם","cha.lam"
"H2492b","hebrew","חָלַם","cha.lam"
"H2493","hebrew","חֵ֫לֶם","che.lem"
"H2494","hebrew","חֵ֫לֶם","che.lem"
"H2495","hebrew","חַלָּמוּת","chal.la.mut"
"H2496","hebrew","חַלָּמִישׁ","chal.la.mish"
"H2497","hebrew","חֵלֹן","che.lon"
"H2498","hebrew","חָלַף","cha.laph"
"H2499","hebrew","חֲלַף","cha.laph"
"H2500","hebrew","חֵ֫לֶף","che.leph"
"H2501","hebrew","חֵ֫לֶף","che.leph"
"H2502a","hebrew","חָלַץ","cha.lats"
"H2502b","hebrew","חָלַץ","cha.lats"
"H2503","hebrew","חֶ֫לֶץ","che.lets"
"H2504","hebrew","חָלָץ","cha.lats"
"H2505a","hebrew","חָלַק","cha.laq"
"H2505b","hebrew","חָלַק","cha.laq"
"H2506a","hebrew","חֵ֫לֶק","che.leq"
"H2506b","hebrew","חֵ֫לֶק","che.leq"
"H2507","hebrew","חֵ֫לֶק","che.leq"
"H2508","hebrew","חֲלָק","cha.laq"
"H2509","hebrew","חָלָק","cha.laq"
"H2510","hebrew","חָלָק","cha.laq"
"H2511","hebrew","חַלָּק","chal.laq"
"H2512","hebrew","חַלֻּק","chal.luq"
"H2513a","hebrew","חֶלְקָה","chel.qah"
"H2513b","hebrew","חֶלְקָה","chel.qah"
"H2514","hebrew","חֲלַקָּה","cha.laq.qah"
"H2515","hebrew","חֲלֻקָּה","cha.luq.qah"
"H2516","hebrew","חֶלְקִי","chel.qi"
"H2517","hebrew","חֶלְקָ֑י","chel.qay"
"H2518","hebrew","חִלְקִיָּהוּ","chil.qiy.yah"
"H2519","hebrew","חֲלַקְלַקּוֹת","cha.laq.laq.qah"
"H2520","hebrew","חֶלְקָת֙","chel.qat"
"H2521","hebrew","חֶלְקַת הַצֻּרִים","chel.qat hats.tsu.rim"
"H2522","hebrew","חָלַשׁ","cha.lash"
