"verse_id","token_index","start_offset","end_offset","surface","normalized","strong_code","confidence","source"
"1","0","0","2","No",,,,"ARC auto-tokenize"
"1","1","3","12","princípio",,,,"ARC auto-tokenize"
"1","2","14","19","criou",,,,"ARC auto-tokenize"
"1","3","20","24","Deus",,,,"ARC auto-tokenize"
"1","4","25","27","os",,,,"ARC auto-tokenize"
"1","5","28","32","céus",,,,"ARC auto-tokenize"
"1","6","33","34","e",,,,"ARC auto-tokenize"
"1","7","35","36","a",,,,"ARC auto-tokenize"
"1","8","37","42","terra",,,,"ARC auto-tokenize"
"2","0","0","1","E",,,,"ARC auto-tokenize"
"2","1","2","3","a",,,,"ARC auto-tokenize"
"2","2","4","9","terra",,,,"ARC auto-tokenize"
"2","3","10","13","era",,,,"ARC auto-tokenize"
"2","4","14","17","sem",,,,"ARC auto-tokenize"
"2","5","18","23","forma",,,,"ARC auto-tokenize"
"2","6","24","25","e",,,,"ARC auto-tokenize"
"2","7","26","31","vazia",,,,"ARC auto-tokenize"
"2","8","33","34","e",,,,"ARC auto-tokenize"
"2","9","35","40","havia",,,,"ARC auto-tokenize"
"2","10","41","47","trevas",,,,"ARC auto-tokenize"
"2","11","48","53","sobre",,,,"ARC auto-tokenize"
"2","12","54","55","a",,,,"ARC auto-tokenize"
"2","13","56","60","face",,,,"ARC auto-tokenize"
"2","14","61","63","do",,,,"ARC auto-tokenize"
"2","15","64","70","abismo",,,,"ARC auto-tokenize"
"2","16","72","73","e",,,,"ARC auto-tokenize"
"2","17","74","75","o",,,,"ARC auto-tokenize"
"2","18","76","84","Espírito",,,,"ARC auto-tokenize"
"2","19","85","87","de",,,,"ARC auto-tokenize"
"2","20","88","92","Deus",,,,"ARC auto-tokenize"
"2","21","93","95","se",,,,"ARC auto-tokenize"
"2","22","96","101","movia",,,,"ARC auto-tokenize"
"2","23","102","107","sobre",,,,"ARC auto-tokenize"
"2","24","108","109","a",,,,"ARC auto-tokenize"
"2","25","110","114","face",,,,"ARC auto-tokenize"
"2","26","115","118","das",,,,"ARC auto-tokenize"
"2","27","119","124","águas",,,,"ARC auto-tokenize"
"3","0","0","1","E",,,,"ARC auto-tokenize"
"3","1","2","7","disse",,,,"ARC auto-tokenize"
"3","2","8","12","Deus",,,,"ARC auto-tokenize"
"3","3","14","18","Haja",,,,"ARC auto-tokenize"
"3","4","19","22","luz",,,,"ARC auto-tokenize"
"3","5","24","25","E",,,,"ARC auto-tokenize"
"3","6","26","31","houve",,,,"ARC auto-tokenize"
"3","7","32","35","luz",,,,"ARC auto-tokenize"
"4","0","0","1","E",,,,"ARC auto-tokenize"
"4","1","2","5","viu",,,,"ARC auto-tokenize"
"4","2","6","10","Deus",,,,"ARC auto-tokenize"
"4","3","11","14","que",,,,"ARC auto-tokenize"
"4","4","15","18","era",,,,"ARC auto-tokenize"
"4","5","19","22","boa",,,,"ARC auto-tokenize"
"4","6","23","24","a",,,,"ARC auto-tokenize"
"4","7","25","28","luz",,,,"ARC auto-tokenize"
"4","8","30","31","e",,,,"ARC auto-tokenize"
"4","9","32","35","fez",,,,"ARC auto-tokenize"
"4","10","36","40","Deus",,,,"ARC auto-tokenize"
"4","11","41","50","separação",,,,"ARC auto-tokenize"
"4","12","51","56","entre",,,,"ARC auto-tokenize"
"4","13","57","58","a",,,,"ARC auto-tokenize"
"4","14","59","62","luz",,,,"ARC auto-tokenize"
"4","15","63","64","e",,,,"ARC auto-tokenize"
"4","16","65","67","as",,,,"ARC auto-tokenize"
"4","17","68","74","trevas",,,,"ARC auto-tokenize"
"5","0","0","1","E",,,,"ARC auto-tokenize"
"5","1","2","6","Deus",,,,"ARC auto-tokenize"
"5","2","7","13","chamou",,,,"ARC auto-tokenize"
"5","3","14","15","à",,,,"ARC auto-tokenize"
"5","4","16","19","luz",,,,"ARC auto-tokenize"
"5","5","20","23","Dia",,,,"ARC auto-tokenize"
"5","6","25","26","e",,,,"ARC auto-tokenize"
"5","7","27","29","às",,,,"ARC auto-tokenize"
"5","8","30","36","trevas",,,,"ARC auto-tokenize"
"5","9","37","43","chamou",,,,"ARC auto-tokenize"
"5","10","44","49","Noite",,,,"ARC auto-tokenize"
"5","11","51","52","E",,,,"ARC auto-tokenize"
"5","12","53","56","foi",,,,"ARC auto-tokenize"
"5","13","57","58","a",,,,"ARC auto-tokenize"
"5","14","59","64","tarde",,,,"ARC auto-tokenize"
"5","15","65","66","e",,,,"ARC auto-tokenize"
"5","16","67","68","a",,,,"ARC auto-tokenize"
"5","17","69","74","manhã",,,,"ARC auto-tokenize"
"5","18","76","77","o",,,,"ARC auto-tokenize"
"5","19","78","81","dia",,,,"ARC auto-tokenize"
"5","20","82","90","primeiro",,,,"ARC auto-tokenize"
"6","0","0","1","E",,,,"ARC auto-tokenize"
"6","1","2","7","disse",,,,"ARC auto-tokenize"
"6","2","8","12","Deus",,,,"ARC auto-tokenize"
"6","3","14","18","Haja",,,,"ARC auto-tokenize"
"6","4","19","22","uma",,,,"ARC auto-tokenize"
"6","5","23","31","expansão",,,,"ARC auto-tokenize"
"6","6","32","34","no",,,,"ARC auto-tokenize"
"6","7","35","39","meio",,,,"ARC auto-tokenize"
"6","8","40","43","das",,,,"ARC auto-tokenize"
"6","9","44","49","águas",,,,"ARC auto-tokenize"
"6","10","51","52","e",,,,"ARC auto-tokenize"
"6","11","53","57","haja",,,,"ARC auto-tokenize"
"6","12","58","67","separação",,,,"ARC auto-tokenize"
"6","13","68","73","entre",,,,"ARC auto-tokenize"
"6","14","74","79","águas",,,,"ARC auto-tokenize"
"6","15","80","81","e",,,,"ARC auto-tokenize"
"6","16","82","87","águas",,,,"ARC auto-tokenize"
"7","0","0","1","E",,,,"ARC auto-tokenize"
"7","1","2","5","fez",,,,"ARC auto-tokenize"
"7","2","6","10","Deus",,,,"ARC auto-tokenize"
"7","3","11","12","a",,,,"ARC auto-tokenize"
"7","4","13","21","expansão",,,,"ARC auto-tokenize"
"7","5","22","23","e",,,,"ARC auto-tokenize"
"7","6","24","27","fez",,,,"ARC auto-tokenize"
"7","7","28","37","separação",,,,"ARC auto-tokenize"
"7","8","38","43","entre",,,,"ARC auto-tokenize"
"7","9","44","46","as",,,,"ARC auto-tokenize"
"7","10","47","52","águas",,,,"ARC auto-tokenize"
"7","11","53","56","que",,,,"ARC auto-tokenize"
"7","12","57","64","estavam",,,,"ARC auto-tokenize"
"7","13","65","72","debaixo",,,,"ARC auto-tokenize"
"7","14","73","75","da",,,,"ARC auto-tokenize"
"7","15","76","84","expansão",,,,"ARC auto-tokenize"
"7","16","85","86","e",,,,"ARC auto-tokenize"
"7","17","87","89","as",,,,"ARC auto-tokenize"
"7","18","90","95","águas",,,,"ARC auto-tokenize"
"7","19","96","99","que",,,,"ARC auto-tokenize"
"7","20","100","107","estavam",,,,"ARC auto-tokenize"
"7","21","108","113","sobre",,,,"ARC auto-tokenize"
"7","22","114","115","a",,,,"ARC auto-tokenize"
"7","23","116","124","expansão",,,,"ARC auto-tokenize"
"7","24","126","127","E",,,,"ARC auto-tokenize"
"7","25","128","133","assim",,,,"ARC auto-tokenize"
"7","26","134","137","foi",,,,"ARC auto-tokenize"
"8","0","0","1","E",,,,"ARC auto-tokenize"
"8","1","2","8","chamou",,,,"ARC auto-tokenize"
"8","2","9","13","Deus",,,,"ARC auto-tokenize"
"8","3","14","15","à",,,,"ARC auto-tokenize"
"8","4","16","24","expansão",,,,"ARC auto-tokenize"
"8","5","25","29","Céus",,,,"ARC auto-tokenize"
"8","6","31","32","e",,,,"ARC auto-tokenize"
"8","7","33","36","foi",,,,"ARC auto-tokenize"
"8","8","37","38","a",,,,"ARC auto-tokenize"
"8","9","39","44","tarde",,,,"ARC auto-tokenize"
"8","10","45","46","e",,,,"ARC auto-tokenize"
"8","11","47","48","a",,,,"ARC auto-tokenize"
"8","12","49","54","manhã",,,,"ARC auto-tokenize"
"8","13","56","57","o",,,,"ARC auto-tokenize"
"8","14","58","61","dia",,,,"ARC auto-tokenize"
"8","15","62","69","segundo",,,,"ARC auto-tokenize"
"9","0","0","1","E",,,,"ARC auto-tokenize"
"9","1","2","7","disse",,,,"ARC auto-tokenize"
"9","2","8","12","Deus",,,,"ARC auto-tokenize"
"9","3","14","24","Ajuntem-se",,,,"ARC auto-tokenize"
"9","4","25","27","as",,,,"ARC auto-tokenize"
"9","5","28","33","águas",,,,"ARC auto-tokenize"
"9","6","34","41","debaixo",,,,"ARC auto-tokenize"
"9","7","42","45","dos",,,,"ARC auto-tokenize"
"9","8","46","50","céus",,,,"ARC auto-tokenize"
"9","9","51","54","num",,,,"ARC auto-tokenize"
"9","10","55","60","lugar",,,,"ARC auto-tokenize"
"9","11","62","63","e",,,,"ARC auto-tokenize"
"9","12","64","71","apareça",,,,"ARC auto-tokenize"
"9","13","72","73","a",,,,"ARC auto-tokenize"
"9","14","74","80","porção",,,,"ARC auto-tokenize"
"9","15","81","85","seca",,,,"ARC auto-tokenize"
"9","16","87","88","E",,,,"ARC auto-tokenize"
"9","17","89","94","assim",,,,"ARC auto-tokenize"
"9","18","95","98","foi",,,,"ARC auto-tokenize"
"10","0","0","1","E",,,,"ARC auto-tokenize"
"10","1","2","8","chamou",,,,"ARC auto-tokenize"
"10","2","9","13","Deus",,,,"ARC auto-tokenize"
"10","3","14","15","à",,,,"ARC auto-tokenize"
"10","4","16","22","porção",,,,"ARC auto-tokenize"
"10","5","23","27","seca",,,,"ARC auto-tokenize"
"10","6","28","33","Terra",,,,"ARC auto-tokenize"
"10","7","35","36","e",,,,"ARC auto-tokenize"
"10","8","37","39","ao",,,,"ARC auto-tokenize"
"10","9","40","51","ajuntamento",,,,"ARC auto-tokenize"
"10","10","52","55","das",,,,"ARC auto-tokenize"
"10","11","56","61","águas",,,,"ARC auto-tokenize"
"10","12","62","68","chamou",,,,"ARC auto-tokenize"
"10","13","69","74","Mares",,,,"ARC auto-tokenize"
"10","14","76","77","E",,,,"ARC auto-tokenize"
"10","15","78","81","viu",,,,"ARC auto-tokenize"
"10","16","82","86","Deus",,,,"ARC auto-tokenize"
"10","17","87","90","que",,,,"ARC auto-tokenize"
"10","18","91","94","era",,,,"ARC auto-tokenize"
"10","19","95","98","bom",,,,"ARC auto-tokenize"
"11","0","0","1","E",,,,"ARC auto-tokenize"
"11","1","2","7","disse",,,,"ARC auto-tokenize"
"11","2","8","12","Deus",,,,"ARC auto-tokenize"
"11","3","14","21","Produza",,,,"ARC auto-tokenize"
"11","4","22","23","a",,,,"ARC auto-tokenize"
"11","5","24","29","terra",,,,"ARC auto-tokenize"
"11","6","30","34","erva",,,,"ARC auto-tokenize"
"11","7","35","40","verde",,,,"ARC auto-tokenize"
"11","8","42","46","erva",,,,"ARC auto-tokenize"
"11","9","47","50","que",,,,"ARC auto-tokenize"
"11","10","51","53","dê",,,,"ARC auto-tokenize"
"11","11","54","61","semente",,,,"ARC auto-tokenize"
"11","12","63","69","árvore",,,,"ARC auto-tokenize"
"11","13","70","79","frutífera",,,,"ARC auto-tokenize"
"11","14","80","83","que",,,,"ARC auto-tokenize"
"11","15","84","86","dê",,,,"ARC auto-tokenize"
"11","16","87","92","fruto",,,,"ARC auto-tokenize"
"11","17","93","100","segundo",,,,"ARC auto-tokenize"
"11","18","101","102","a",,,,"ARC auto-tokenize"
"11","19","103","106","sua",,,,"ARC auto-tokenize"
"11","20","107","114","espécie",,,,"ARC auto-tokenize"
"11","21","116","120","cuja",,,,"ARC auto-tokenize"
"11","22","121","128","semente",,,,"ARC auto-tokenize"
"11","23","129","135","esteja",,,,"ARC auto-tokenize"
"11","24","136","140","nela",,,,"ARC auto-tokenize"
"11","25","141","146","sobre",,,,"ARC auto-tokenize"
"11","26","147","148","a",,,,"ARC auto-tokenize"
"11","27","149","154","terra",,,,"ARC auto-tokenize"
"11","28","156","157","E",,,,"ARC auto-tokenize"
"11","29","158","163","assim",,,,"ARC auto-tokenize"
"11","30","164","167","foi",,,,"ARC auto-tokenize"
"12","0","0","1","E",,,,"ARC auto-tokenize"
"12","1","2","3","a",,,,"ARC auto-tokenize"
"12","2","4","9","terra",,,,"ARC auto-tokenize"
"12","3","10","18","produziu",,,,"ARC auto-tokenize"
"12","4","19","23","erva",,,,"ARC auto-tokenize"
"12","5","25","29","erva",,,,"ARC auto-tokenize"
"12","6","30","35","dando",,,,"ARC auto-tokenize"
"12","7","36","43","semente",,,,"ARC auto-tokenize"
"12","8","44","52","conforme",,,,"ARC auto-tokenize"
"12","9","53","54","a",,,,"ARC auto-tokenize"
"12","10","55","58","sua",,,,"ARC auto-tokenize"
"12","11","59","66","espécie",,,,"ARC auto-tokenize"
"12","12","67","68","e",,,,"ARC auto-tokenize"
"12","13","69","75","árvore",,,,"ARC auto-tokenize"
"12","14","76","85","frutífera",,,,"ARC auto-tokenize"
"12","15","87","91","cuja",,,,"ARC auto-tokenize"
"12","16","92","99","semente",,,,"ARC auto-tokenize"
"12","17","100","104","está",,,,"ARC auto-tokenize"
"12","18","105","109","nela",,,,"ARC auto-tokenize"
"12","19","110","118","conforme",,,,"ARC auto-tokenize"
"12","20","119","120","a",,,,"ARC auto-tokenize"
"12","21","121","124","sua",,,,"ARC auto-tokenize"
"12","22","125","132","espécie",,,,"ARC auto-tokenize"
"12","23","134","135","E",,,,"ARC auto-tokenize"
"12","24","136","139","viu",,,,"ARC auto-tokenize"
"12","25","140","144","Deus",,,,"ARC auto-tokenize"
"12","26","145","148","que",,,,"ARC auto-tokenize"
"12","27","149","152","era",,,,"ARC auto-tokenize"
"12","28","153","156","bom",,,,"ARC auto-tokenize"
"13","0","0","1","E",,,,"ARC auto-tokenize"
"13","1","2","5","foi",,,,"ARC auto-tokenize"
"13","2","6","7","a",,,,"ARC auto-tokenize"
"13","3","8","13","tarde",,,,"ARC auto-tokenize"
"13","4","14","15","e",,,,"ARC auto-tokenize"
"13","5","16","17","a",,,,"ARC auto-tokenize"
"13","6","18","23","manhã",,,,"ARC auto-tokenize"
"13","7","25","26","o",,,,"ARC auto-tokenize"
"13","8","27","30","dia",,,,"ARC auto-tokenize"
"13","9","31","39","terceiro",,,,"ARC auto-tokenize"
"14","0","0","1","E",,,,"ARC auto-tokenize"
"14","1","2","7","disse",,,,"ARC auto-tokenize"
"14","2","8","12","Deus",,,,"ARC auto-tokenize"
"14","3","14","18","Haja",,,,"ARC auto-tokenize"
"14","4","19","28","luminares",,,,"ARC auto-tokenize"
"14","5","29","31","na",,,,"ARC auto-tokenize"
"14","6","32","40","expansão",,,,"ARC auto-tokenize"
"14","7","41","44","dos",,,,"ARC auto-tokenize"
"14","8","45","49","céus",,,,"ARC auto-tokenize"
"14","9","51","55","para",,,,"ARC auto-tokenize"
"14","10","56","61","haver",,,,"ARC auto-tokenize"
"14","11","62","71","separação",,,,"ARC auto-tokenize"
"14","12","72","77","entre",,,,"ARC auto-tokenize"
"14","13","78","79","o",,,,"ARC auto-tokenize"
"14","14","80","83","dia",,,,"ARC auto-tokenize"
"14","15","84","85","e",,,,"ARC auto-tokenize"
"14","16","86","87","a",,,,"ARC auto-tokenize"
"14","17","88","93","noite",,,,"ARC auto-tokenize"
"14","18","95","96","e",,,,"ARC auto-tokenize"
"14","19","97","102","sejam",,,,"ARC auto-tokenize"
"14","20","103","107","eles",,,,"ARC auto-tokenize"
"14","21","108","112","para",,,,"ARC auto-tokenize"
"14","22","113","119","sinais",,,,"ARC auto-tokenize"
"14","23","120","121","e",,,,"ARC auto-tokenize"
"14","24","122","126","para",,,,"ARC auto-tokenize"
"14","25","127","133","tempos",,,,"ARC auto-tokenize"
"14","26","134","146","determinados",,,,"ARC auto-tokenize"
"14","27","147","148","e",,,,"ARC auto-tokenize"
"14","28","149","153","para",,,,"ARC auto-tokenize"
"14","29","154","158","dias",,,,"ARC auto-tokenize"
"14","30","159","160","e",,,,"ARC auto-tokenize"
"14","31","161","165","anos",,,,"ARC auto-tokenize"
"15","0","0","1","E",,,,"ARC auto-tokenize"
"15","1","2","7","sejam",,,,"ARC auto-tokenize"
"15","2","8","12","para",,,,"ARC auto-tokenize"
"15","3","13","22","luminares",,,,"ARC auto-tokenize"
"15","4","23","25","na",,,,"ARC auto-tokenize"
"15","5","26","34","expansão",,,,"ARC auto-tokenize"
"15","6","35","38","dos",,,,"ARC auto-tokenize"
"15","7","39","43","céus",,,,"ARC auto-tokenize"
"15","8","45","49","para",,,,"ARC auto-tokenize"
"15","9","50","57","alumiar",,,,"ARC auto-tokenize"
"15","10","58","59","a",,,,"ARC auto-tokenize"
"15","11","60","65","terra",,,,"ARC auto-tokenize"
"15","12","67","68","E",,,,"ARC auto-tokenize"
"15","13","69","74","assim",,,,"ARC auto-tokenize"
"15","14","75","78","foi",,,,"ARC auto-tokenize"
"16","0","0","1","E",,,,"ARC auto-tokenize"
"16","1","2","5","fez",,,,"ARC auto-tokenize"
"16","2","6","10","Deus",,,,"ARC auto-tokenize"
"16","3","11","13","os",,,,"ARC auto-tokenize"
"16","4","14","18","dois",,,,"ARC auto-tokenize"
"16","5","19","26","grandes",,,,"ARC auto-tokenize"
"16","6","27","36","luminares",,,,"ARC auto-tokenize"
"16","7","38","39","o",,,,"ARC auto-tokenize"
"16","8","40","47","luminar",,,,"ARC auto-tokenize"
"16","9","48","53","maior",,,,"ARC auto-tokenize"
"16","10","54","58","para",,,,"ARC auto-tokenize"
"16","11","59","67","governar",,,,"ARC auto-tokenize"
"16","12","68","69","o",,,,"ARC auto-tokenize"
"16","13","70","73","dia",,,,"ARC auto-tokenize"
"16","14","75","76","e",,,,"ARC auto-tokenize"
"16","15","77","78","o",,,,"ARC auto-tokenize"
"16","16","79","86","luminar",,,,"ARC auto-tokenize"
"16","17","87","92","menor",,,,"ARC auto-tokenize"
"16","18","93","97","para",,,,"ARC auto-tokenize"
"16","19","98","106","governar",,,,"ARC auto-tokenize"
"16","20","107","108","a",,,,"ARC auto-tokenize"
"16","21","109","114","noite",,,,"ARC auto-tokenize"
"16","22","116","117","e",,,,"ARC auto-tokenize"
"16","23","118","121","fez",,,,"ARC auto-tokenize"
"16","24","122","124","as",,,,"ARC auto-tokenize"
"16","25","125","133","estrelas",,,,"ARC auto-tokenize"
"17","0","0","1","E",,,,"ARC auto-tokenize"
"17","1","2","6","Deus",,,,"ARC auto-tokenize"
"17","2","7","9","os",,,,"ARC auto-tokenize"
"17","3","10","13","pôs",,,,"ARC auto-tokenize"
"17","4","14","16","na",,,,"ARC auto-tokenize"
"17","5","17","25","expansão",,,,"ARC auto-tokenize"
"17","6","26","29","dos",,,,"ARC auto-tokenize"
"17","7","30","34","céus",,,,"ARC auto-tokenize"
"17","8","35","39","para",,,,"ARC auto-tokenize"
"17","9","40","47","alumiar",,,,"ARC auto-tokenize"
"17","10","48","49","a",,,,"ARC auto-tokenize"
"17","11","50","55","terra",,,,"ARC auto-tokenize"
"18","0","0","1","e",,,,"ARC auto-tokenize"
"18","1","2","6","para",,,,"ARC auto-tokenize"
"18","2","7","15","governar",,,,"ARC auto-tokenize"
"18","3","16","17","o",,,,"ARC auto-tokenize"
"18","4","18","21","dia",,,,"ARC auto-tokenize"
"18","5","22","23","e",,,,"ARC auto-tokenize"
"18","6","24","25","a",,,,"ARC auto-tokenize"
"18","7","26","31","noite",,,,"ARC auto-tokenize"
"18","8","33","34","e",,,,"ARC auto-tokenize"
"18","9","35","39","para",,,,"ARC auto-tokenize"
"18","10","40","45","fazer",,,,"ARC auto-tokenize"
"18","11","46","55","separação",,,,"ARC auto-tokenize"
"18","12","56","61","entre",,,,"ARC auto-tokenize"
"18","13","62","63","a",,,,"ARC auto-tokenize"
"18","14","64","67","luz",,,,"ARC auto-tokenize"
"18","15","68","69","e",,,,"ARC auto-tokenize"
"18","16","70","72","as",,,,"ARC auto-tokenize"
"18","17","73","79","trevas",,,,"ARC auto-tokenize"
"18","18","81","82","E",,,,"ARC auto-tokenize"
"18","19","83","86","viu",,,,"ARC auto-tokenize"
"18","20","87","91","Deus",,,,"ARC auto-tokenize"
"18","21","92","95","que",,,,"ARC auto-tokenize"
"18","22","96","99","era",,,,"ARC auto-tokenize"
"18","23","100","103","bom",,,,"ARC auto-tokenize"
"19","0","0","1","E",,,,"ARC auto-tokenize"
"19","1","2","5","foi",,,,"ARC auto-tokenize"
"19","2","6","7","a",,,,"ARC auto-tokenize"
"19","3","8","13","tarde",,,,"ARC auto-tokenize"
"19","4","14","15","e",,,,"ARC auto-tokenize"
"19","5","16","17","a",,,,"ARC auto-tokenize"
"19","6","18","23","manhã",,,,"ARC auto-tokenize"
"19","7","25","26","o",,,,"ARC auto-tokenize"
"19","8","27","30","dia",,,,"ARC auto-tokenize"
"19","9","31","37","quarto",,,,"ARC auto-tokenize"
"20","0","0","1","E",,,,"ARC auto-tokenize"
"20","1","2","7","disse",,,,"ARC auto-tokenize"
"20","2","8","12","Deus",,,,"ARC auto-tokenize"
"20","3","14","22","Produzam",,,,"ARC auto-tokenize"
"20","4","23","25","as",,,,"ARC auto-tokenize"
"20","5","26","31","águas",,,,"ARC auto-tokenize"
"20","6","32","46","abundantemente",,,,"ARC auto-tokenize"
"20","7","47","54","répteis",,,,"ARC auto-tokenize"
"20","8","55","57","de",,,,"ARC auto-tokenize"
"20","9","58","62","alma",,,,"ARC auto-tokenize"
"20","10","63","70","vivente",,,,"ARC auto-tokenize"
"20","11","72","73","e",,,,"ARC auto-tokenize"
"20","12","74","78","voem",,,,"ARC auto-tokenize"
"20","13","79","81","as",,,,"ARC auto-tokenize"
"20","14","82","86","aves",,,,"ARC auto-tokenize"
"20","15","87","92","sobre",,,,"ARC auto-tokenize"
"20","16","93","94","a",,,,"ARC auto-tokenize"
"20","17","95","99","face",,,,"ARC auto-tokenize"
"20","18","100","102","da",,,,"ARC auto-tokenize"
"20","19","103","111","expansão",,,,"ARC auto-tokenize"
"20","20","112","115","dos",,,,"ARC auto-tokenize"
"20","21","116","120","céus",,,,"ARC auto-tokenize"
"21","0","0","1","E",,,,"ARC auto-tokenize"
"21","1","2","6","Deus",,,,"ARC auto-tokenize"
"21","2","7","12","criou",,,,"ARC auto-tokenize"
"21","3","13","15","as",,,,"ARC auto-tokenize"
"21","4","16","23","grandes",,,,"ARC auto-tokenize"
"21","5","24","31","baleias",,,,"ARC auto-tokenize"
"21","6","33","34","e",,,,"ARC auto-tokenize"
"21","7","35","39","todo",,,,"ARC auto-tokenize"
"21","8","40","46","réptil",,,,"ARC auto-tokenize"
"21","9","47","49","de",,,,"ARC auto-tokenize"
"21","10","50","54","alma",,,,"ARC auto-tokenize"
"21","11","55","62","vivente",,,,"ARC auto-tokenize"
"21","12","63","66","que",,,,"ARC auto-tokenize"
"21","13","67","69","as",,,,"ARC auto-tokenize"
"21","14","70","75","águas",,,,"ARC auto-tokenize"
"21","15","76","90","abundantemente",,,,"ARC auto-tokenize"
"21","16","91","101","produziram",,,,"ARC auto-tokenize"
"21","17","102","110","conforme",,,,"ARC auto-tokenize"
"21","18","111","113","as",,,,"ARC auto-tokenize"
"21","19","114","118","suas",,,,"ARC auto-tokenize"
"21","20","119","127","espécies",,,,"ARC auto-tokenize"
"21","21","129","130","e",,,,"ARC auto-tokenize"
"21","22","131","135","toda",,,,"ARC auto-tokenize"
"21","23","136","139","ave",,,,"ARC auto-tokenize"
"21","24","140","142","de",,,,"ARC auto-tokenize"
"21","25","143","147","asas",,,,"ARC auto-tokenize"
"21","26","148","156","conforme",,,,"ARC auto-tokenize"
"21","27","157","158","a",,,,"ARC auto-tokenize"
"21","28","159","162","sua",,,,"ARC auto-tokenize"
"21","29","163","170","espécie",,,,"ARC auto-tokenize"
"21","30","172","173","E",,,,"ARC auto-tokenize"
"21","31","174","177","viu",,,,"ARC auto-tokenize"
"21","32","178","182","Deus",,,,"ARC auto-tokenize"
"21","33","183","186","que",,,,"ARC auto-tokenize"
"21","34","187","190","era",,,,"ARC auto-tokenize"
"21","35","191","194","bom",,,,"ARC auto-tokenize"
"22","0","0","1","E",,,,"ARC auto-tokenize"
"22","1","2","6","Deus",,,,"ARC auto-tokenize"
"22","2","7","9","os",,,,"ARC auto-tokenize"
"22","3","10","18","abençoou",,,,"ARC auto-tokenize"
"22","4","20","27","dizendo",,,,"ARC auto-tokenize"
"22","5","29","39","Frutificai",,,,"ARC auto-tokenize"
"22","6","41","42","e",,,,"ARC auto-tokenize"
"22","7","43","58","multiplicai-vos",,,,"ARC auto-tokenize"
"22","8","60","61","e",,,,"ARC auto-tokenize"
"22","9","62","68","enchei",,,,"ARC auto-tokenize"
"22","10","69","71","as",,,,"ARC auto-tokenize"
"22","11","72","77","águas",,,,"ARC auto-tokenize"
"22","12","78","81","nos",,,,"ARC auto-tokenize"
"22","13","82","87","mares",,,,"ARC auto-tokenize"
"22","14","89","90","e",,,,"ARC auto-tokenize"
"22","15","91","93","as",,,,"ARC auto-tokenize"
"22","16","94","98","aves",,,,"ARC auto-tokenize"
"22","17","99","101","se",,,,"ARC auto-tokenize"
"22","18","102","114","multipliquem",,,,"ARC auto-tokenize"
"22","19","115","117","na",,,,"ARC auto-tokenize"
"22","20","118","123","terra",,,,"ARC auto-tokenize"
"23","0","0","1","E",,,,"ARC auto-tokenize"
"23","1","2","5","foi",,,,"ARC auto-tokenize"
"23","2","6","7","a",,,,"ARC auto-tokenize"
"23","3","8","13","tarde",,,,"ARC auto-tokenize"
"23","4","14","15","e",,,,"ARC auto-tokenize"
"23","5","16","17","a",,,,"ARC auto-tokenize"
"23","6","18","23","manhã",,,,"ARC auto-tokenize"
"23","7","25","26","o",,,,"ARC auto-tokenize"
"23","8","27","30","dia",,,,"ARC auto-tokenize"
"23","9","31","37","quinto",,,,"ARC auto-tokenize"
"24","0","0","1","E",,,,"ARC auto-tokenize"
"24","1","2","7","disse",,,,"ARC auto-tokenize"
"24","2","8","12","Deus",,,,"ARC auto-tokenize"
"24","3","14","21","Produza",,,,"ARC auto-tokenize"
"24","4","22","23","a",,,,"ARC auto-tokenize"
"24","5","24","29","terra",,,,"ARC auto-tokenize"
"24","6","30","34","alma",,,,"ARC auto-tokenize"
"24","7","35","42","vivente",,,,"ARC auto-tokenize"
"24","8","43","51","conforme",,,,"ARC auto-tokenize"
"24","9","52","53","a",,,,"ARC auto-tokenize"
"24","10","54","57","sua",,,,"ARC auto-tokenize"
"24","11","58","65","espécie",,,,"ARC auto-tokenize"
"24","12","67","71","gado",,,,"ARC auto-tokenize"
"24","13","73","74","e",,,,"ARC auto-tokenize"
"24","14","75","82","répteis",,,,"ARC auto-tokenize"
"24","15","84","85","e",,,,"ARC auto-tokenize"
"24","16","86","98","bestas-feras",,,,"ARC auto-tokenize"
"24","17","99","101","da",,,,"ARC auto-tokenize"
"24","18","102","107","terra",,,,"ARC auto-tokenize"
"24","19","108","116","conforme",,,,"ARC auto-tokenize"
"24","20","117","118","a",,,,"ARC auto-tokenize"
"24","21","119","122","sua",,,,"ARC auto-tokenize"
"24","22","123","130","espécie",,,,"ARC auto-tokenize"
"24","23","132","133","E",,,,"ARC auto-tokenize"
"24","24","134","139","assim",,,,"ARC auto-tokenize"
"24","25","140","143","foi",,,,"ARC auto-tokenize"
"25","0","0","1","E",,,,"ARC auto-tokenize"
"25","1","2","5","fez",,,,"ARC auto-tokenize"
"25","2","6","10","Deus",,,,"ARC auto-tokenize"
"25","3","11","13","as",,,,"ARC auto-tokenize"
"25","4","14","26","bestas-feras",,,,"ARC auto-tokenize"
"25","5","27","29","da",,,,"ARC auto-tokenize"
"25","6","30","35","terra",,,,"ARC auto-tokenize"
"25","7","36","44","conforme",,,,"ARC auto-tokenize"
"25","8","45","46","a",,,,"ARC auto-tokenize"
"25","9","47","50","sua",,,,"ARC auto-tokenize"
"25","10","51","58","espécie",,,,"ARC auto-tokenize"
"25","11","60","61","e",,,,"ARC auto-tokenize"
